temp_c,V_median_mV,n_files,fit_intercept_mV,fit_K_mV_per_C,fit_R2,fit_n_temps,D_STRONG_mV
-10.0,2823.0,5,2849.734213547646,1.8646670493685447,0.9623872955747069,3,32.54296211251416
20.0,2901.5,14,2849.734213547646,1.8646670493685447,0.9623872955747069,3,32.54296211251416
58.0,2951.5,13,2849.734213547646,1.8646670493685447,0.9623872955747069,3,32.54296211251416
