timestamp,batt_mV,Time Elapsed (hours)
946700446,3030,0.0
946700456,3038,0.002777777777777778
946700466,3027,0.005555555555555556
946700476,3023,0.008333333333333333
946700486,2775,0.011111111111111112
946700496,3034,0.013888888888888888
946700506,3022,0.016666666666666666
946700516,3025,0.019444444444444445
946700526,3023,0.022222222222222223
946700536,3021,0.025
946700546,3025,0.027777777777777776
946700556,3029,0.030555555555555555
946700566,3024,0.03333333333333333
946700576,3030,0.03611111111111111
946700586,3030,0.03888888888888889
946700596,3025,0.041666666666666664
946700606,3027,0.044444444444444446
946700616,3026,0.04722222222222222
946700626,3028,0.05
946700636,3027,0.05277777777777778
946700646,3029,0.05555555555555555
946700656,3025,0.058333333333333334
946700666,3031,0.06111111111111111
946700676,3033,0.06388888888888888
946700686,3028,0.06666666666666667
946700696,3020,0.06944444444444445
946700706,3030,0.07222222222222222
946700716,3029,0.075
946700726,3022,0.07777777777777778
946700736,3023,0.08055555555555556
946700746,3027,0.08333333333333333
946700756,3026,0.08611111111111111
946700766,3022,0.08888888888888889
946700776,3027,0.09166666666666666
946700786,3025,0.09444444444444444
946700796,3034,0.09722222222222222
946700806,3029,0.1
946700816,3024,0.10277777777777777
946700826,3019,0.10555555555555556
946700836,3025,0.10833333333333334
946700846,3029,0.1111111111111111
946700856,3028,0.11388888888888889
946700866,3025,0.11666666666666667
946700876,3026,0.11944444444444445
946700886,3026,0.12222222222222222
946700896,3029,0.125
946700906,3029,0.12777777777777777
946700916,3034,0.13055555555555556
946700926,3029,0.13333333333333333
946700936,3025,0.1361111111111111
946700946,3024,0.1388888888888889
946700956,3031,0.14166666666666666
946700966,3026,0.14444444444444443
946700976,3025,0.14722222222222223
946700986,3025,0.15
946700996,3021,0.1527777777777778
946701006,3024,0.15555555555555556
946701016,3025,0.15833333333333333
946701026,3025,0.16111111111111112
946701036,3026,0.1638888888888889
946701046,3026,0.16666666666666666
946701056,3025,0.16944444444444445
946701066,3028,0.17222222222222222
946701076,3027,0.175
946701086,3028,0.17777777777777778
946701096,3026,0.18055555555555555
946701106,3024,0.18333333333333332
946701116,3031,0.18611111111111112
946701126,3028,0.18888888888888888
946701136,3028,0.19166666666666668
946701146,3025,0.19444444444444445
946701156,3028,0.19722222222222222
946701166,3029,0.2
946701176,3030,0.20277777777777778
946701186,3028,0.20555555555555555
946701196,3022,0.20833333333333334
946701206,3027,0.2111111111111111
946701216,3026,0.21388888888888888
946701226,3025,0.21666666666666667
946701236,3026,0.21944444444444444
946701246,3027,0.2222222222222222
946701256,3024,0.225
946701266,3025,0.22777777777777777
946701276,3031,0.23055555555555557
946701286,3030,0.23333333333333334
946701296,3025,0.2361111111111111
946701306,3020,0.2388888888888889
946701316,3030,0.24166666666666667
946701326,3028,0.24444444444444444
946701336,3019,0.24722222222222223
946701346,3021,0.25
946701356,3029,0.25277777777777777
946701366,3029,0.25555555555555554
946701376,3038,0.25833333333333336
946701386,3027,0.2611111111111111
946701396,3023,0.2638888888888889
946701406,3025,0.26666666666666666
946701416,3025,0.26944444444444443
946701426,3025,0.2722222222222222
946701436,3029,0.275
946701446,3027,0.2777777777777778
946701456,3034,0.28055555555555556
946701466,3025,0.2833333333333333
946701476,3029,0.2861111111111111
946701486,3029,0.28888888888888886
946701496,3023,0.2916666666666667
946701506,3024,0.29444444444444445
946701516,3031,0.2972222222222222
946701526,3017,0.3
946701536,3034,0.30277777777777776
946701546,3025,0.3055555555555556
946701556,3029,0.30833333333333335
946701566,3027,0.3111111111111111
946701576,3022,0.3138888888888889
946701586,3028,0.31666666666666665
946701596,3027,0.3194444444444444
946701606,3025,0.32222222222222224
946701616,3027,0.325
946701626,3026,0.3277777777777778
946701636,3024,0.33055555555555555
946701646,3024,0.3333333333333333
946701656,3029,0.33611111111111114
946701666,3025,0.3388888888888889
946701676,3024,0.3416666666666667
946701686,3022,0.34444444444444444
946701696,3025,0.3472222222222222
946701706,3028,0.35
946701716,3029,0.3527777777777778
946701726,3021,0.35555555555555557
946701736,3026,0.35833333333333334
946701746,3027,0.3611111111111111
946701756,3030,0.3638888888888889
946701766,3026,0.36666666666666664
946701776,3021,0.36944444444444446
946701786,3027,0.37222222222222223
946701796,3023,0.375
946701806,3021,0.37777777777777777
946701816,3017,0.38055555555555554
946701826,3028,0.38333333333333336
946701836,3020,0.3861111111111111
946701846,3026,0.3888888888888889
946701856,3030,0.39166666666666666
946701866,3020,0.39444444444444443
946701876,3025,0.3972222222222222
946701886,3029,0.4
946701896,3021,0.4027777777777778
946701906,3024,0.40555555555555556
946701916,3028,0.4083333333333333
946701926,3029,0.4111111111111111
946701936,3023,0.41388888888888886
946701946,3029,0.4166666666666667
946701956,3020,0.41944444444444445
946701966,3024,0.4222222222222222
946701976,3030,0.425
946701986,3029,0.42777777777777776
946701996,3021,0.4305555555555556
946702006,3031,0.43333333333333335
946702016,3028,0.4361111111111111
946702026,3026,0.4388888888888889
946702036,3015,0.44166666666666665
946702046,3024,0.4444444444444444
946702056,3029,0.44722222222222224
946702066,3024,0.45
946702076,3020,0.4527777777777778
946702086,3021,0.45555555555555555
946702096,3031,0.4583333333333333
946702106,3024,0.46111111111111114
946702116,3025,0.4638888888888889
946702126,3026,0.4666666666666667
946702136,3028,0.46944444444444444
946702146,3023,0.4722222222222222
946702156,3034,0.475
946702166,3029,0.4777777777777778
946702176,3020,0.48055555555555557
946702186,3027,0.48333333333333334
946702196,3030,0.4861111111111111
946702206,3024,0.4888888888888889
946702216,3030,0.49166666666666664
946702226,3029,0.49444444444444446
946702236,3034,0.49722222222222223
