scope,temp_group_C,column,N,mean_value_at_low,std_value_at_low,norm_std_value_at_low,CV_value_at_low,IQR_value_at_low,mean_abs_slope_at_low,std_abs_slope_at_low,norm_std_abs_slope_at_low,mean_abs_curvature_at_low,std_abs_curvature_at_low,norm_std_abs_curvature_at_low,mean_noise_std,mean_abs_spearman,SNR_slope
overall,,batt_mV,12,2750.9166666666665,59.54747278559784,0.02164641099715774,0.02164641099715774,83.0,13.136436782930787,8.35473307133188,0.6359969000260289,7.134554126074966,7.546065810887391,1.0576786828637903,13.6043468420259,0.9373770292812283,0.9656058416821844
overall,,boltDroopMag_mV,12,1342.8333333333333,308.01529871489214,0.22937716175863881,0.22937716175863881,388.25,74.02318696721844,67.7442429531956,0.9151759837521788,52.351853245163674,62.14762228651368,1.1871140835354277,49.96856170362,0.6966652292047447,1.4813951901652553
overall,,boltDroop_mV,12,1408.0833333333333,352.5044057321923,0.25034342598013304,0.25034342598013304,487.25,84.00223549330774,67.1957084120635,0.7999276211811865,55.00790224759505,65.07159162223789,1.1829498847155697,54.820600417757646,0.7864552102124036,1.5323114824203474
overall,,soundDroopMag_mV,12,363.5,220.50087610627844,0.6066048861245624,0.6066048861245624,354.0,9.809297223072958,8.73430300777274,0.8904106796996967,8.632024920109545,6.1303803825217305,0.7101903017263222,10.095909162952905,0.7898532300681217,0.9716110817506487
overall,,soundDroop_mV,12,2387.4166666666665,246.3163001040932,0.10317273207613245,0.10317273207613245,436.75,21.451503103102596,8.89353308712824,0.41458787500265853,10.287127618496541,5.048527491161005,0.490761627384073,22.30206896041794,0.9438280587657736,0.9618615717301859
per_temp,-18.0,batt_mV,2,2658.5,21.920310216782973,0.008245367770089515,0.008245367770089515,,14.46135507304757,7.765423805176411,0.536977604515725,5.468192574492893,2.1095844238808503,0.3857919038406375,16.115747382603683,0.9878324611361404,0.8973431222096492
per_temp,-18.0,boltDroopMag_mV,2,1682.0,57.982756057296896,0.034472506573898276,0.034472506573898276,,7.9739704304414545,5.64665705036052,0.708136191326196,6.469825123253592,3.517142928364892,0.5436225649629561,7.844260842923822,0.7661793925216667,1.0165356035597213
per_temp,-18.0,boltDroop_mV,2,976.5,36.062445840513924,0.0369303080804034,0.0369303080804034,,6.487384642606287,2.1187667548158116,0.3265979854039614,1.0016325487610365,1.40755850448372,1.4052643419233843,8.770400627959436,0.9929379341153004,0.7396907983798311
per_temp,-18.0,soundDroopMag_mV,2,453.0,107.48023074035522,0.23726320251734045,0.23726320251734045,,7.483785453785032,9.170638543040893,1.225401048663509,3.476640235221712,3.517337503176069,1.0117059187033661,7.379314977895402,0.8104221577592534,1.014157205133887
per_temp,-18.0,soundDroop_mV,2,2205.5,85.55992052357225,0.03879388824464849,0.03879388824464849,,20.945975774642648,2.81824708145715,0.13454837873291825,8.944832809714125,1.4077530792947754,0.15738170955704728,22.58918872187631,0.9927272481437205,0.9272566639083276
per_temp,20.0,batt_mV,5,2734.2,30.589213785254437,0.011187628478258518,0.011187628478258518,15.0,16.363139635417973,10.086925283518974,0.6164419242433067,9.15781129229,8.517291974207263,0.9300575980832894,17.141318953345092,0.9125977454383551,0.9546021330070835
per_temp,20.0,boltDroopMag_mV,5,1481.6,144.84578005589256,0.09776308049128818,0.09776308049128818,225.0,57.710316251676204,40.36491621716773,0.6994402186454025,79.25581488631441,86.74862457890467,1.0945395578020116,57.86067301735326,0.4636403290024525,0.9974013996409624
per_temp,20.0,boltDroop_mV,5,1252.6,155.7571828199265,0.1243471042790408,0.1243471042790408,263.0,72.87490041502792,42.540403832094725,0.583745618722276,82.43899044528405,86.69781420142263,1.051660309437744,63.791032958499486,0.5577134224432595,1.142400381922615
per_temp,20.0,soundDroopMag_mV,5,484.0,257.6383123683277,0.5323105627444787,0.5323105627444787,387.0,15.557727132807026,9.685685780048,0.6225643178702831,4.982372260956227,4.1621874204587135,0.8353826656179837,15.283178011474249,0.7715498602203279,1.0179641381607054
per_temp,20.0,soundDroop_mV,5,2250.2,230.34908291547418,0.10236827078280784,0.10236827078280784,372.0,29.927844030586765,3.455987798351475,0.11547733925702756,10.950060842635489,5.3598882297123325,0.48948478978700366,31.157222870531523,0.9062142442042933,0.9605427337008426
per_temp,58.0,batt_mV,5,2804.6,21.755459085020476,0.007757063069607244,0.007757063069607244,17.0,9.379766614396885,6.6030188329300525,0.7039640861420968,5.777841580492757,8.609908399723711,1.490159998292896,9.06281451447559,0.9419741403821366,1.0349728110858987
per_temp,58.0,boltDroopMag_mV,5,1068.4,251.69783471456404,0.23558389621355674,0.23558389621355674,420.0,116.75574429747147,78.6559157986962,0.6736791947323454,43.80070285277698,32.31440514911757,0.737759968321349,58.926170734165225,0.9018844640802681,1.9813903201718963
per_temp,58.0,boltDroop_mV,5,1736.2,243.31296718424196,0.140141093874117,0.140141093874117,401.0,126.13551091186814,72.30561162804324,0.5732375530516837,49.17932192943966,41.060528959890036,0.8349144996102608,64.27024779293508,0.9326039084203888,1.9625801244496464
per_temp,58.0,soundDroopMag_mV,5,207.2,108.3914203246733,0.5231246154665701,0.5231246154665701,83.0,4.991072021054061,4.682498781110202,0.9381749574756304,14.343831453217996,3.494669006363618,0.24363567138678274,5.995277988454563,0.7999290288394628,0.8325005163506417
per_temp,58.0,soundDroop_mV,5,2597.4,129.45192157708593,0.04983903964621773,0.04983903964621773,101.0,13.177373107002404,5.297812895727657,0.40203861973919675,10.16111231787056,6.276707730991016,0.6177185661014729,13.332067145721007,0.9618821975760754,0.9883968452132907
