timestamp,batt_mV,Time Elapsed (hours)
946942738,2899,0.0
946942748,2901,0.002777777777777778
946942758,2903,0.005555555555555556
946942768,2906,0.008333333333333333
946942778,2911,0.011111111111111112
946942788,2904,0.013888888888888888
946942798,2900,0.016666666666666666
946942808,2898,0.019444444444444445
946942818,2694,0.022222222222222223
946942828,2886,0.025
946942838,2896,0.027777777777777776
946942848,2898,0.030555555555555555
946942858,2893,0.03333333333333333
946942868,2897,0.03611111111111111
946942878,2894,0.03888888888888889
946942888,2895,0.041666666666666664
946942898,2897,0.044444444444444446
946942908,2892,0.04722222222222222
946942918,2898,0.05
946942928,2899,0.05277777777777778
946942938,2903,0.05555555555555555
946942948,2895,0.058333333333333334
946942958,2899,0.06111111111111111
946942968,2901,0.06388888888888888
946942978,2900,0.06666666666666667
946942988,2898,0.06944444444444445
946942998,2895,0.07222222222222222
946943008,2900,0.075
946943018,2900,0.07777777777777778
946943028,2904,0.08055555555555556
946943038,2900,0.08333333333333333
946943048,2898,0.08611111111111111
946943058,2901,0.08888888888888889
946943068,2905,0.09166666666666666
946943078,2900,0.09444444444444444
946943088,2904,0.09722222222222222
946943098,2896,0.1
946943108,2903,0.10277777777777777
946943118,2898,0.10555555555555556
946943128,2899,0.10833333333333334
946943138,2903,0.1111111111111111
946943148,2905,0.11388888888888889
946943158,2908,0.11666666666666667
946943168,2900,0.11944444444444445
946943178,2898,0.12222222222222222
946943188,2897,0.125
946943198,2898,0.12777777777777777
946943208,2905,0.13055555555555556
946943218,2905,0.13333333333333333
946943228,2900,0.1361111111111111
946943238,2900,0.1388888888888889
946943248,2913,0.14166666666666666
946943258,2904,0.14444444444444443
946943268,2905,0.14722222222222223
946943278,2901,0.15
946943288,2895,0.1527777777777778
946943298,2909,0.15555555555555556
946943308,2906,0.15833333333333333
946943318,2904,0.16111111111111112
946943328,2908,0.1638888888888889
946943338,2899,0.16666666666666666
946943348,2897,0.16944444444444445
946943358,2901,0.17222222222222222
946943368,2905,0.175
946943378,2896,0.17777777777777778
946943388,2897,0.18055555555555555
946943398,2903,0.18333333333333332
946943408,2909,0.18611111111111112
946943418,2894,0.18888888888888888
946943428,2906,0.19166666666666668
946943438,2901,0.19444444444444445
946943448,2901,0.19722222222222222
946943458,2901,0.2
946943468,2897,0.20277777777777778
946943478,2903,0.20555555555555555
946943488,2906,0.20833333333333334
946943498,2900,0.2111111111111111
946943508,2905,0.21388888888888888
946943518,2897,0.21666666666666667
946943528,2907,0.21944444444444444
946943538,2904,0.2222222222222222
946943548,2913,0.225
946943558,2905,0.22777777777777777
946943568,2909,0.23055555555555557
946943578,2904,0.23333333333333334
946943588,2895,0.2361111111111111
946943598,2905,0.2388888888888889
