timestamp,batt_mV,Time Elapsed (hours)
946692944,3042,0.0
946692954,3034,0.002777777777777778
946692964,3034,0.005555555555555556
946692974,3036,0.008333333333333333
946692984,3041,0.011111111111111112
946692994,3036,0.013888888888888888
946693004,3033,0.016666666666666666
946693014,3045,0.019444444444444445
946693024,3031,0.022222222222222223
946693034,3033,0.025
946693044,3041,0.027777777777777776
946693054,3038,0.030555555555555555
946693064,3033,0.03333333333333333
946693074,3042,0.03611111111111111
946693084,3038,0.03888888888888889
946693094,3035,0.041666666666666664
946693104,3031,0.044444444444444446
946693114,3037,0.04722222222222222
946693124,3037,0.05
946693134,3042,0.05277777777777778
946693144,3031,0.05555555555555555
946693154,3034,0.058333333333333334
946693164,3033,0.06111111111111111
946693174,3035,0.06388888888888888
946693184,3041,0.06666666666666667
946693194,3037,0.06944444444444445
946693204,3034,0.07222222222222222
946693214,3039,0.075
946693224,3037,0.07777777777777778
946693234,3039,0.08055555555555556
946693244,3042,0.08333333333333333
946693254,3046,0.08611111111111111
946693264,3033,0.08888888888888889
946693274,3037,0.09166666666666666
946693284,3031,0.09444444444444444
946693294,3044,0.09722222222222222
946693304,3039,0.1
946693314,3042,0.10277777777777777
946693324,3037,0.10555555555555556
946693334,3030,0.10833333333333334
946693344,3041,0.1111111111111111
946693354,3033,0.11388888888888889
946693364,3034,0.11666666666666667
946693374,3042,0.11944444444444445
946693384,3028,0.12222222222222222
946693394,3036,0.125
946693404,3037,0.12777777777777777
946693414,3037,0.13055555555555556
946693424,3042,0.13333333333333333
946693434,3028,0.1361111111111111
946693444,3039,0.1388888888888889
946693454,3037,0.14166666666666666
946693464,3035,0.14444444444444443
946693474,3035,0.14722222222222223
946693484,3038,0.15
946693494,3038,0.1527777777777778
946693504,3035,0.15555555555555556
946693514,3037,0.15833333333333333
946693524,3042,0.16111111111111112
946693534,3037,0.1638888888888889
946693544,3033,0.16666666666666666
946693554,3037,0.16944444444444445
946693564,3042,0.17222222222222222
946693574,3033,0.175
946693584,3040,0.17777777777777778
946693594,3039,0.18055555555555555
946693604,3035,0.18333333333333332
946693614,3036,0.18611111111111112
946693624,3030,0.18888888888888888
946693634,3033,0.19166666666666668
946693644,3038,0.19444444444444445
946693654,3045,0.19722222222222222
946693664,3042,0.2
946693674,3035,0.20277777777777778
946693684,3034,0.20555555555555555
946693694,3035,0.20833333333333334
946693704,3043,0.2111111111111111
946693714,3038,0.21388888888888888
946693724,3039,0.21666666666666667
946693734,3039,0.21944444444444444
946693744,3042,0.2222222222222222
946693754,3038,0.225
946693764,3036,0.22777777777777777
946693774,3033,0.23055555555555557
946693784,3040,0.23333333333333334
946693794,3041,0.2361111111111111
946693804,3040,0.2388888888888889
946693814,3042,0.24166666666666667
946693824,3034,0.24444444444444444
946693834,3028,0.24722222222222223
946693844,3030,0.25
946693854,3039,0.25277777777777777
946693864,3041,0.25555555555555554
946693874,3037,0.25833333333333336
946693884,3038,0.2611111111111111
946693894,3042,0.2638888888888889
946693904,3036,0.26666666666666666
946693914,3033,0.26944444444444443
946693924,3040,0.2722222222222222
946693934,3033,0.275
946693944,3036,0.2777777777777778
946693954,3029,0.28055555555555556
946693964,3039,0.2833333333333333
946693974,3036,0.2861111111111111
946693984,3031,0.28888888888888886
946693994,3042,0.2916666666666667
946694004,3039,0.29444444444444445
946694014,3051,0.2972222222222222
946694024,3035,0.3
946694034,3039,0.30277777777777776
946694044,3035,0.3055555555555556
946694054,3038,0.30833333333333335
946694064,3042,0.3111111111111111
946694074,3037,0.3138888888888889
946694084,3033,0.31666666666666665
946694094,3042,0.3194444444444444
946694104,3041,0.32222222222222224
946694114,3037,0.325
946694124,3039,0.3277777777777778
946694134,3048,0.33055555555555555
946694144,3030,0.3333333333333333
946694154,3033,0.33611111111111114
946694164,3039,0.3388888888888889
946694174,3034,0.3416666666666667
946694184,3043,0.34444444444444444
946694194,3037,0.3472222222222222
946694204,3042,0.35
946694214,3035,0.3527777777777778
946694224,3036,0.35555555555555557
946694234,3038,0.35833333333333334
946694244,3037,0.3611111111111111
946694254,3038,0.3638888888888889
946694264,3037,0.36666666666666664
946694274,3037,0.36944444444444446
946694284,3035,0.37222222222222223
946694294,3041,0.375
946694304,3039,0.37777777777777777
946694314,3037,0.38055555555555554
946694324,3038,0.38333333333333336
946694334,3042,0.3861111111111111
946694344,3035,0.3888888888888889
946694354,3038,0.39166666666666666
946694364,3035,0.39444444444444443
946694374,3030,0.3972222222222222
946694384,3036,0.4
946694394,3031,0.4027777777777778
946694404,3036,0.40555555555555556
946694414,3042,0.4083333333333333
946694424,3037,0.4111111111111111
946694434,3031,0.41388888888888886
946694444,3038,0.4166666666666667
946694454,3034,0.41944444444444445
946694464,3036,0.4222222222222222
946694474,3035,0.425
946694484,3039,0.42777777777777776
946694494,3038,0.4305555555555556
946694504,3037,0.43333333333333335
946694514,3042,0.4361111111111111
946694524,3035,0.4388888888888889
946694534,3037,0.44166666666666665
946694544,3042,0.4444444444444444
946694554,3035,0.44722222222222224
946694564,3026,0.45
946694574,3038,0.4527777777777778
946694584,3030,0.45555555555555555
946694594,3042,0.4583333333333333
946694604,3034,0.46111111111111114
946694614,3038,0.4638888888888889
946694624,3036,0.4666666666666667
946694634,3038,0.46944444444444444
946694644,3038,0.4722222222222222
946694654,3031,0.475
946694664,3034,0.4777777777777778
946694674,3034,0.48055555555555557
946694684,3042,0.48333333333333334
946694694,3038,0.4861111111111111
946694704,3042,0.4888888888888889
946694714,3041,0.49166666666666664
946694724,3031,0.49444444444444446
946694734,3034,0.49722222222222223
