#time,current,voltage,power,charge,energy
0.0,0.000720186,3.01326,0.00217001,0,0
0.1,0.000873162,3.01309,0.00263031,8.73161e-05,0.000263032
0.2,0.000720329,3.01318,0.00217039,0.000159349,0.00048007
0.3,0.000952757,3.01302,0.00286878,0.000254625,0.000766948
0.4,0.00081376,3.01314,0.00245158,0.000336001,0.00101211
0.5,0.000722962,3.01316,0.00217831,0.000408297,0.00122994
0.6,0.000844421,3.01316,0.00254388,0.000492739,0.00148432
0.7,0.000812374,3.01311,0.0024474,0.000573976,0.00172907
0.8,0.000720714,3.01325,0.0021716,0.000646048,0.00194622
0.9,0.000845163,3.01309,0.00254605,0.000730564,0.00220083
1.0,0.000932004,3.01304,0.00280632,0.000823765,0.00248146
1.1,0.00071942,3.01319,0.00216765,0.000895706,0.00269823
1.2,0.000874019,3.01311,0.00263292,0.000983108,0.00296152
1.3,0.000720291,3.01323,0.00217031,0.00105514,0.00317855
1.4,0.000850399,3.01311,0.00256179,0.00114018,0.00343473
1.5,0.000825748,3.01309,0.00248762,0.00122275,0.00368349
1.6,0.00072021,3.0132,0.00217005,0.00129477,0.0039005
1.7,0.00081401,3.01316,0.00245231,0.00137617,0.00414573
1.8,0.00091796,3.01301,0.00276403,0.00146797,0.00442213
1.9,0.000756535,3.01314,0.00227933,0.00154362,0.00465006
2.0,0.000813603,3.01312,0.00245109,0.00162498,0.00489517
2.1,0.000720497,3.01324,0.00217094,0.00169703,0.00511227
2.2,0.000831538,3.01309,0.00250504,0.00178019,0.00536277
2.3,0.00087521,3.01309,0.00263645,0.00186771,0.00562642
2.4,0.000721077,3.01318,0.00217265,0.00193982,0.00584368
2.5,0.000838019,3.01307,0.00252449,0.00202362,0.00609613
2.6,0.000942867,3.01301,0.00283886,0.0021179,0.00638002
2.7,0.000720344,3.01321,0.00217045,0.00218994,0.00659706
2.8,0.000836288,3.01312,0.00251936,0.00227357,0.006849
2.9,0.000721707,3.01322,0.00217457,0.00234574,0.00706645
3.0,0.000814091,3.01313,0.0024526,0.00242715,0.00731171
3.1,0.000844295,3.01312,0.00254346,0.00251158,0.00756606
3.2,0.000720547,3.0132,0.00217106,0.00258363,0.00778317
3.3,0.000925436,3.01304,0.00278654,0.00267617,0.00806182
3.4,0.000875283,3.01303,0.00263664,0.0027637,0.00832548
3.5,0.000732002,3.01318,0.00220554,0.0028369,0.00854604
3.6,0.000875749,3.01311,0.00263813,0.00292448,0.00880985
3.7,0.000874896,3.01307,0.00263552,0.00301197,0.0090734
3.8,0.000720986,3.01325,0.00217241,0.00308407,0.00929064
3.9,0.00084328,3.01311,0.0025404,0.00316839,0.00954468
4.0,0.000813028,3.01313,0.00244937,0.0032497,0.00978962
4.1,0.0512963,2.97194,0.150735,0.00837933,0.0248631
4.2,0.0572378,2.96556,0.169737,0.0141031,0.0418368
4.3,0.0545754,2.96705,0.161926,0.0195606,0.0580294
4.4,0.0542176,2.96689,0.160856,0.0249824,0.074115
4.5,0.0706707,2.95359,0.208124,0.0320495,0.0949274
4.6,0.138722,2.89818,0.402004,0.0459217,0.135128
4.7,0.134968,2.89957,0.391317,0.0594185,0.17426
4.8,0.132165,2.90065,0.383334,0.072635,0.212593
4.9,0.130966,2.9007,0.379869,0.0857316,0.25058
5.0,0.129773,2.90091,0.376429,0.098709,0.288223
5.1,0.0570643,2.95778,0.165587,0.104415,0.304781
