#time,current,voltage,power,charge,energy
0.0,0.000808125,2.93364,0.00237063,0,0
0.1,0.000801494,2.93364,0.00235119,8.01492e-05,0.000235119
0.2,0.000802456,2.93364,0.00235401,0.000160395,0.00047052
0.3,0.000799949,2.9337,0.00234671,0.00024039,0.00070519
0.4,0.000908202,2.93358,0.00266273,0.00033121,0.000971464
0.5,0.000794865,2.93374,0.00233182,0.000410696,0.00120465
0.6,0.000800558,2.9337,0.00234849,0.000490752,0.0014395
0.7,0.000800927,2.93367,0.00234955,0.000570845,0.00167445
0.8,0.000800684,2.93374,0.00234889,0.000650913,0.00190934
0.9,0.000800465,2.93375,0.00234826,0.00073096,0.00214417
1.0,0.000800966,2.93371,0.0023497,0.000811056,0.00237914
1.1,0.000801003,2.93376,0.00234984,0.000891156,0.00261412
1.2,0.000903697,2.93362,0.00264984,0.000981526,0.0028791
1.3,0.000797866,2.9338,0.00234067,0.00106131,0.00311317
1.4,0.00080019,2.93378,0.00234748,0.00114133,0.00334792
1.5,0.000800528,2.93377,0.00234847,0.00122138,0.00358277
1.6,0.000801062,2.93373,0.00234999,0.00130149,0.00381777
1.7,0.000800307,2.93375,0.0023478,0.00138152,0.00405255
1.8,0.000801069,2.93376,0.00235004,0.00146163,0.00428755
1.9,0.000812585,2.93365,0.00238373,0.00154289,0.00452592
2.0,0.082251,2.83757,0.232496,0.00976799,0.0277755
2.1,0.0961511,2.81835,0.270987,0.0193831,0.0548742
2.2,0.0935231,2.81984,0.263714,0.0287354,0.0812455
2.3,0.0913237,2.82137,0.257658,0.0378678,0.107011
2.4,0.0914968,2.82046,0.258063,0.0470175,0.132818
2.5,0.101292,2.8088,0.284371,0.0571466,0.161255
2.6,0.130537,2.77426,0.362143,0.0702003,0.197469
2.7,0.0587632,2.85489,0.163041,0.0760766,0.213773
2.8,0.000779856,2.92582,0.00228162,0.0761546,0.214001
2.9,0.000777398,2.92772,0.0022759,0.0762324,0.214229
3.0,0.00077619,2.92867,0.0022731,0.07631,0.214456
3.1,0.000775633,2.92937,0.00227201,0.0763876,0.214683
3.2,0.000786085,2.92985,0.00230299,0.0764662,0.214914
3.3,0.000775775,2.93017,0.00227306,0.0765437,0.215141
3.4,0.000777398,2.93054,0.0022781,0.0766215,0.215369
3.5,0.1068,2.80766,0.29712,0.0873015,0.245081
3.6,0.131002,2.77534,0.363547,0.100402,0.281436
3.7,0.130761,2.77372,0.362657,0.113478,0.317701
3.8,0.131051,2.7721,0.363249,0.126583,0.354026
3.9,0.13087,2.77136,0.36265,0.13967,0.390291
4.0,0.1307,2.77066,0.362088,0.15274,0.4265
4.1,0.131294,2.76928,0.36356,0.165869,0.462856
4.2,0.130998,2.76898,0.362692,0.178969,0.499125
4.3,0.131253,2.76817,0.363294,0.192095,0.535455
4.4,0.13107,2.76787,0.362745,0.205202,0.571729
4.5,0.0225108,2.89205,0.0624425,0.207453,0.577973
4.6,0.000779864,2.92182,0.00227854,0.207531,0.578201
4.7,0.000780639,2.92367,0.00228223,0.207609,0.578429
4.8,0.000779735,2.92488,0.00228053,0.207687,0.578657
4.9,0.000778578,2.92573,0.00227781,0.207764,0.578885
5.0,0.000778326,2.92638,0.00227757,0.207842,0.579113
5.1,0.000777666,2.92683,0.00227599,0.20792,0.579341
5.2,0.0136731,2.91307,0.0383994,0.209287,0.583181
5.3,0.131268,2.77501,0.364241,0.222414,0.619605
5.4,0.130964,2.77219,0.363018,0.235511,0.655906
5.5,0.131467,2.77007,0.364135,0.248657,0.69232
5.6,0.131042,2.76941,0.36287,0.261761,0.728607
5.7,0.130846,2.76874,0.36224,0.274846,0.764831
5.8,0.131491,2.76735,0.363851,0.287995,0.801216
5.9,0.13116,2.76711,0.362895,0.301111,0.837506
6.0,0.131429,2.76626,0.36353,0.314254,0.873859
6.1,0.131219,2.76599,0.362912,0.327376,0.91015
6.2,0.116515,2.78154,0.322228,0.339028,0.942373
6.3,0.000793245,2.91651,0.00231338,0.339107,0.942604
6.4,0.000784013,2.92015,0.00228934,0.339185,0.942833
6.5,0.000795519,2.92189,0.00232426,0.339265,0.943065
6.6,0.000781732,2.92306,0.00228494,0.339343,0.943294
6.7,0.000779856,2.92388,0.0022801,0.339421,0.943522
6.8,0.000779976,2.92451,0.00228094,0.339499,0.94375
6.9,0.000779274,2.92505,0.00227931,0.339577,0.943978
7.0,0.0504936,2.86901,0.140505,0.344626,0.958028
7.1,0.131122,2.77217,0.363455,0.357738,0.994374
7.2,0.13141,2.76951,0.363905,0.370879,1.03076
7.3,0.131338,2.76825,0.363537,0.384013,1.06712
7.4,0.130965,2.76764,0.362426,0.39711,1.10336
7.5,0.131612,2.76615,0.364028,0.410271,1.13976
7.6,0.131273,2.76587,0.363044,0.423398,1.17607
7.7,0.131514,2.76507,0.363609,0.43655,1.21243
7.8,0.131322,2.7648,0.36304,0.449682,1.24873
7.9,0.131153,2.76454,0.362539,0.462797,1.28499
8.0,0.0801401,2.82146,0.221514,0.470811,1.30714
8.1,0.000789002,2.91641,0.00230095,0.47089,1.30737
8.2,0.000787055,2.91913,0.00229741,0.470969,1.3076
