#time,current,voltage,power,charge,energy
0.0,0.000711585,3.02363,0.00215146,0,0
0.1,0.000824538,3.02346,0.00249247,8.24537e-05,0.000249247
0.2,0.000711484,3.02363,0.00215116,0.000153602,0.000464362
0.3,0.000879427,3.02345,0.00265822,0.000241545,0.000730184
0.4,0.00083432,3.02348,0.00252203,0.000324977,0.000982388
0.5,0.000702967,3.02357,0.0021254,0.000395273,0.00119493
0.6,0.000804362,3.02356,0.00243163,0.00047571,0.00143809
0.7,0.000946325,3.02343,0.00285912,0.000570342,0.001724
0.8,0.000711672,3.02359,0.00215169,0.000641509,0.00193917
0.9,0.000846553,3.02345,0.00255894,0.000726165,0.00219507
1.0,0.000826616,3.02354,0.0024988,0.000808826,0.00244495
1.1,0.000719723,3.0236,0.00217602,0.000880798,0.00266255
1.2,0.000825945,3.02353,0.00249679,0.000963393,0.00291223
1.3,0.000710895,3.02366,0.0021494,0.00103448,0.00312717
1.4,0.000895315,3.02349,0.00270623,0.00112401,0.00339779
1.5,0.000946365,3.0234,0.00285914,0.00121865,0.0036837
1.6,0.000712027,3.02363,0.00215279,0.00128985,0.00389898
1.7,0.000835202,3.02352,0.00252472,0.00137337,0.00415145
1.8,0.000803295,3.02352,0.00242837,0.0014537,0.00439429
1.9,0.000705404,3.0236,0.00213279,0.00152424,0.00460757
2.0,0.000803926,3.02354,0.00243029,0.00160464,0.0048506
2.1,0.000724402,3.02362,0.00219016,0.00167708,0.00506962
2.2,0.000973845,3.02336,0.00294215,0.00177446,0.00536383
2.3,0.000804623,3.02349,0.00243236,0.00185492,0.00560707
2.4,0.000711502,3.02364,0.00215121,0.00192607,0.00582219
2.5,0.000832256,3.02354,0.00251585,0.0020093,0.00607377
2.6,0.000804268,3.02357,0.00243134,0.00208973,0.00631691
2.7,0.000710916,3.02361,0.00214943,0.00216082,0.00653185
2.8,0.000833235,3.02352,0.00251878,0.00224414,0.00678373
2.9,0.000840685,3.02354,0.00254131,0.00232821,0.00703786
3.0,0.000812062,3.02352,0.00245367,0.00240941,0.00728323
3.1,0.00083461,3.0235,0.00252293,0.00249288,0.00753552
3.2,0.000840399,3.02351,0.00254042,0.00257692,0.00778956
3.3,0.000712105,3.02362,0.00215303,0.00264813,0.00800487
3.4,0.000826877,3.02353,0.00249959,0.00273081,0.00825482
3.5,0.000710951,3.02361,0.00214954,0.00280191,0.00846978
3.6,0.000803771,3.02353,0.00242981,0.00288229,0.00871276
3.7,0.00080392,3.02352,0.00243026,0.00296268,0.00895578
3.8,0.000824426,3.02351,0.00249101,0.00304512,0.00920488
3.9,0.000829014,3.02347,0.00250601,0.00312802,0.00945549
4.0,0.000895766,3.02346,0.00270755,0.0032176,0.00972624
4.1,0.000721318,3.02364,0.00218087,0.00328973,0.00994433
4.2,0.000803823,3.02356,0.00242997,0.00337011,0.0101873
4.3,0.00071136,3.02367,0.00215081,0.00344125,0.0104024
4.4,0.000833853,3.02355,0.00252069,0.00352463,0.0106545
4.5,0.0141155,3.01296,0.0414398,0.00493619,0.0147985
4.6,0.13395,2.91331,0.390212,0.0183312,0.0538196
4.7,0.130827,2.91366,0.381153,0.0314138,0.0919349
4.8,0.129293,2.91336,0.376649,0.0443432,0.1296
4.9,0.127833,2.91335,0.372393,0.0571265,0.166839
5.0,0.127039,2.91302,0.370038,0.0698304,0.203843
5.1,0.126938,2.9123,0.369658,0.0825242,0.240809
5.2,0.125956,2.91219,0.366779,0.0951197,0.277487
5.3,0.12593,2.91166,0.366638,0.107713,0.31415
5.4,0.125246,2.91162,0.36464,0.120237,0.350614
5.5,0.110487,2.9226,0.321639,0.131286,0.382778
5.6,0.000974438,3.01255,0.00293473,0.131383,0.383072
5.7,0.000715906,3.01486,0.00215825,0.131455,0.383288
5.8,0.000859847,3.0158,0.00259247,0.131541,0.383547
5.9,0.000809311,3.01662,0.00244098,0.131622,0.383791
6.0,0.000713583,3.01732,0.00215301,0.131693,0.384006
6.1,0.000847406,3.0176,0.00255657,0.131778,0.384262
6.2,0.000842399,3.01795,0.00254181,0.131862,0.384516
6.3,0.000817935,3.0183,0.00246711,0.131944,0.384763
6.4,0.000806097,3.01864,0.0024329,0.132025,0.385006
6.5,0.000765357,3.01891,0.00231039,0.132101,0.385237
6.6,0.000867453,3.01901,0.00261822,0.132188,0.385499
6.7,0.000812901,3.01925,0.00245388,0.132269,0.385744
6.8,0.000703656,3.01953,0.00212463,0.13234,0.385957
6.9,0.000813092,3.01955,0.00245476,0.132421,0.386202
7.0,0.000865857,3.01971,0.002614,0.132508,0.386464
7.1,0.000815435,3.01981,0.00246087,0.132589,0.38671
7.2,0.000866733,3.01987,0.00261679,0.132676,0.386971
7.3,0.000737731,3.0201,0.00222783,0.13275,0.387194
7.4,0.000841658,3.02009,0.00254132,0.132834,0.387448
7.5,0.000837339,3.0202,0.00252841,0.132917,0.387701
7.6,0.000702586,3.02038,0.00212201,0.132988,0.387913
7.7,0.000805356,3.02044,0.0024321,0.133068,0.388157
7.8,0.000944097,3.02041,0.00284952,0.133163,0.388442
7.9,0.000714829,3.02062,0.00215911,0.133234,0.388657
8.0,0.000835206,3.02057,0.00252227,0.133318,0.38891
8.1,0.000857502,3.02062,0.00258959,0.133403,0.389169
8.2,0.000711911,3.02077,0.00215042,0.133475,0.389384
8.3,0.000813997,3.02073,0.00245843,0.133556,0.38963
8.4,0.000825427,3.02082,0.00249298,0.133639,0.389879
8.5,0.000713304,3.02099,0.00215476,0.13371,0.390094
8.6,0.000974738,3.02079,0.00294209,0.133807,0.390389
8.7,0.000711165,3.02105,0.00214837,0.133878,0.390603
8.8,0.000835955,3.02103,0.00252492,0.133962,0.390856
8.9,0.000837594,3.02105,0.0025299,0.134046,0.391109
9.0,0.000712497,3.0212,0.00215248,0.134117,0.391324
9.1,0.000859058,3.02115,0.00259474,0.134203,0.391584
9.2,0.000835371,3.02115,0.00252324,0.134286,0.391836
9.3,0.000712205,3.02127,0.00215166,0.134358,0.392051
9.4,0.000943629,3.02115,0.00284883,0.134452,0.392336
9.5,0.000715063,3.02138,0.00216037,0.134524,0.392552
9.6,0.000832351,3.02124,0.00251422,0.134607,0.392803
9.7,0.000797821,3.0213,0.00241005,0.134687,0.393044
9.8,0.000712222,3.02142,0.00215181,0.134758,0.39326
9.9,0.000838197,3.02132,0.00253194,0.134842,0.393513
10.0,0.000836137,3.0214,0.00252577,0.134925,0.393765
10.1,0.000833258,3.0214,0.00251596,0.135009,0.394017
10.2,0.000835804,3.0214,0.00252477,0.135092,0.394269
10.3,0.000726005,3.02151,0.00219347,0.135165,0.394489
10.4,0.000832437,3.02147,0.00251465,0.135248,0.39474
10.5,0.000809827,3.02148,0.00244644,0.135329,0.394985
10.6,0.000715392,3.02162,0.00216153,0.135401,0.395201
10.7,0.000825314,3.0215,0.00249318,0.135483,0.39545
10.8,0.000835735,3.02151,0.00252465,0.135567,0.395703
10.9,0.000822197,3.02149,0.00248262,0.135649,0.395951
11.0,0.000842254,3.02156,0.00254437,0.135733,0.396206
11.1,0.000865418,3.02158,0.0026143,0.13582,0.396467
11.2,0.000711851,3.02174,0.00215093,0.135891,0.396682
11.3,0.000867858,3.0216,0.00262166,0.135978,0.396944
11.4,0.000720268,3.02172,0.00217632,0.13605,0.397162
11.5,0.000865587,3.02167,0.00261489,0.136136,0.397423
11.6,0.000805366,3.02159,0.00243305,0.136217,0.397667
11.7,0.000817405,3.02165,0.00246835,0.136298,0.397913
11.8,0.000850316,3.02163,0.00256878,0.136383,0.39817
11.9,0.000807406,3.02174,0.00243935,0.136464,0.398414
12.0,0.000712591,3.02183,0.00215322,0.136535,0.39863
12.1,0.000815496,3.02176,0.00246377,0.136617,0.398876
12.2,0.000834838,3.02177,0.00252216,0.1367,0.399128
12.3,0.000704448,3.02189,0.00212869,0.136771,0.399341
12.4,0.000916666,3.02173,0.00276798,0.136863,0.399618
12.5,0.000836946,3.0218,0.00252852,0.136946,0.399871
12.6,0.000704701,3.02198,0.00212951,0.137017,0.400084
12.7,0.000865544,3.02183,0.00261491,0.137103,0.400345
12.8,0.000712433,3.02197,0.00215284,0.137175,0.40056
12.9,0.000836743,3.02183,0.00252799,0.137258,0.400813
13.0,0.000796807,3.02192,0.0024075,0.137338,0.401054
13.1,0.000712417,3.02198,0.0021528,0.137409,0.401269
13.2,0.000943055,3.02186,0.00284771,0.137503,0.401554
13.3,0.000818901,3.02195,0.00247421,0.137585,0.401801
13.4,0.000711786,3.02199,0.0021509,0.137657,0.402017
13.5,0.000804031,3.02196,0.00242932,0.137737,0.402259
13.6,0.00089648,3.02189,0.00270833,0.137827,0.40253
13.7,0.000718514,3.02206,0.00217128,0.137898,0.402747
13.8,0.000804379,3.02201,0.00243042,0.137979,0.40299
13.9,0.000806097,3.02199,0.0024356,0.138059,0.403234
14.0,0.000818292,3.02194,0.0024712,0.138141,0.403481
14.1,0.000906694,3.0219,0.00273917,0.138232,0.403755
14.2,0.000712646,3.02212,0.00215359,0.138303,0.40397
14.3,0.000804335,3.02198,0.00243027,0.138384,0.404213
14.4,0.000834358,3.02197,0.0025209,0.138467,0.404466
14.5,0.000704661,3.02211,0.00212948,0.138538,0.404679
14.6,0.000866113,3.02202,0.00261674,0.138624,0.40494
14.7,0.000912672,3.02196,0.00275523,0.138715,0.405216
14.8,0.000712958,3.02213,0.00215454,0.138787,0.405431
14.9,0.000838033,3.02207,0.00253207,0.138871,0.405684
15.0,0.000814158,3.02207,0.00245999,0.138952,0.40593
15.1,0.000712376,3.02217,0.00215281,0.139023,0.406146
15.2,0.000805146,3.02216,0.00243287,0.139104,0.406389
15.3,0.000711621,3.02215,0.00215052,0.139175,0.406604
15.4,0.000858034,3.02202,0.00259239,0.139261,0.406863
15.5,0.00094296,3.02206,0.00284764,0.139355,0.407148
15.6,0.00071139,3.02226,0.00214991,0.139426,0.407363
15.7,0.000804101,3.02209,0.00242963,0.139507,0.407606
15.8,0.000896941,3.02206,0.00270986,0.139596,0.407877
15.9,0.000714067,3.02226,0.00215799,0.139668,0.408093
16.0,0.000827668,3.02218,0.00250086,0.13975,0.408343
16.1,0.000883951,3.02209,0.00267072,0.139839,0.40861
16.2,0.000704885,3.0222,0.00213023,0.139909,0.408823
16.3,0.000917387,3.02204,0.0027704,0.140001,0.4091
16.4,0.00071193,3.02231,0.00215157,0.140072,0.409315
16.5,0.000805099,3.02221,0.00243273,0.140153,0.409558
16.6,0.000804849,3.02225,0.00243201,0.140233,0.409802
16.7,0.000713052,3.02233,0.00215497,0.140305,0.410017
16.8,0.000826332,3.02226,0.00249688,0.140387,0.410267
16.9,0.000806774,3.02223,0.00243785,0.140468,0.410511
17.0,0.000825698,3.02221,0.00249367,0.14055,0.41076
17.1,0.0008078,3.02222,0.00244091,0.140631,0.411004
17.2,0.000704943,3.02236,0.00213051,0.140702,0.411217
17.3,0.000800726,3.02221,0.00241955,0.140782,0.411459
17.4,0.000866529,3.02212,0.00261812,0.140868,0.411721
17.5,0.000712737,3.02225,0.00215396,0.14094,0.411936
17.6,0.00079697,3.02225,0.00240827,0.141019,0.412177
17.7,0.000835129,3.02222,0.00252345,0.141103,0.412429
17.8,0.000824615,3.02223,0.00249052,0.141185,0.412678
17.9,0.000875261,3.02222,0.00264458,0.141273,0.412943
18.0,0.00083741,3.02225,0.00253033,0.141357,0.413196
18.1,0.000725802,3.02236,0.00219348,0.141429,0.413415
18.2,0.00083574,3.02227,0.0025253,0.141513,0.413668
18.3,0.000703776,3.02236,0.00212698,0.141583,0.413881
18.4,0.000834996,3.02228,0.00252307,0.141667,0.414133
18.5,0.000804057,3.02231,0.00242969,0.141747,0.414376
18.6,0.000818666,3.02232,0.00247269,0.141829,0.414623
18.7,0.000897412,3.0222,0.00271138,0.141919,0.414894
18.8,0.00086563,3.02225,0.00261548,0.142005,0.415156
18.9,0.000713629,3.02234,0.00215672,0.142077,0.415371
19.0,0.000796955,3.0223,0.00240821,0.142156,0.415612
19.1,0.000722366,3.02238,0.00218313,0.142229,0.415831
19.2,0.000856159,3.02229,0.00258696,0.142314,0.416089
19.3,0.000949941,3.02221,0.00286879,0.142409,0.416376
