#time,current,voltage,power,charge,energy
0.0,0.000832213,3.01698,0.00251029,0,0
0.1,0.000717724,3.01699,0.00216528,7.17724e-05,0.000216528
0.2,0.000922487,3.01682,0.00278113,0.000164021,0.000494641
0.3,0.000766812,3.01698,0.00231318,0.000240702,0.000725959
0.4,0.000792755,3.01697,0.00239136,0.000319977,0.000965095
0.5,0.000846784,3.01693,0.00255418,0.000404656,0.00122051
0.6,0.000717542,3.01702,0.00216474,0.00047641,0.00143699
0.7,0.000819751,3.0169,0.00247268,0.000558385,0.00168425
0.8,0.000856054,3.01688,0.00258206,0.00064399,0.00194246
0.9,0.000719883,3.01701,0.0021718,0.000715979,0.00215964
1.0,0.000918314,3.01688,0.00276784,0.00080781,0.00243643
1.1,0.000841465,3.01697,0.00253816,0.000891957,0.00269024
1.2,0.000718144,3.017,0.00216655,0.000963771,0.0029069
1.3,0.000816542,3.01696,0.00246306,0.00104543,0.0031532
1.4,0.000717723,3.01707,0.00216533,0.0011172,0.00336973
1.5,0.000811243,3.01692,0.00244706,0.00119832,0.00361444
1.6,0.00081955,3.01692,0.00247206,0.00128028,0.00386165
1.7,0.00071653,3.01701,0.00216169,0.00135193,0.00407781
1.8,0.000976936,3.01682,0.00294527,0.00144962,0.00437234
1.9,0.000843461,3.01693,0.00254416,0.00153397,0.00462676
2.0,0.000718031,3.01703,0.00216622,0.00160577,0.00484338
2.1,0.00084108,3.0169,0.00253695,0.00168988,0.00509708
2.2,0.000803656,3.01696,0.00242421,0.00177025,0.0053395
2.3,0.000755807,3.01699,0.00228003,0.00184583,0.0055675
2.4,0.000838349,3.01693,0.00252874,0.00192966,0.00582037
2.5,0.00082819,3.01695,0.00249709,0.00201248,0.00607008
2.6,0.000841758,3.0169,0.00253898,0.00209666,0.00632398
2.7,0.00081163,3.01695,0.00244825,0.00217782,0.00656881
2.8,0.000710494,3.01702,0.0021435,0.00224887,0.00678316
2.9,0.000848528,3.0169,0.00255942,0.00233372,0.0070391
3.0,0.000826795,3.01684,0.00249384,0.0024164,0.00728848
3.1,0.000716879,3.017,0.00216273,0.00248809,0.00750475
3.2,0.000872006,3.01687,0.00263008,0.00257529,0.00776776
3.3,0.00092428,3.01683,0.00278653,0.00266772,0.00804642
3.4,0.000718285,3.01701,0.00216697,0.00273955,0.00826311
3.5,0.000842056,3.0169,0.0025399,0.00282375,0.0085171
3.6,0.000726473,3.01695,0.00219164,0.0028964,0.00873627
