#time,current,voltage,power,charge,energy
0.0,0.000725273,3.00984,0.00218291,0,0
0.1,0.000882173,3.00977,0.00265462,8.82172e-05,0.000265462
0.2,0.000880498,3.0098,0.00264959,0.000176267,0.00053042
0.3,0.000725782,3.00986,0.00218446,0.000248845,0.000748866
0.4,0.000971069,3.00963,0.00292131,0.000345952,0.001041
0.5,0.000724939,3.00982,0.00218189,0.000418446,0.00125919
0.6,0.000818371,3.00974,0.00246278,0.000500283,0.00150546
0.7,0.000848815,3.00975,0.00255431,0.000585164,0.0017609
0.8,0.000733781,3.00988,0.00220855,0.000658542,0.00198175
0.9,0.000850021,3.00975,0.00255794,0.000743545,0.00223754
1.0,0.000849985,3.00969,0.00255777,0.000828543,0.00249332
1.1,0.000727476,3.00981,0.00218952,0.000901291,0.00271227
1.2,0.000933473,3.00964,0.00280828,0.000994638,0.0029931
1.3,0.00084965,3.00974,0.0025568,0.0010796,0.00324878
1.4,0.000725459,3.00983,0.00218347,0.00115215,0.00346713
1.5,0.000848894,3.0097,0.0025545,0.00123704,0.00372258
1.6,0.000725095,3.00985,0.00218238,0.00130955,0.00394082
1.7,0.000833314,3.00978,0.00250772,0.00139288,0.00419159
1.8,0.000819893,3.00977,0.00246737,0.00147487,0.00443833
1.9,0.000743096,3.00987,0.00223652,0.00154918,0.00466198
2.0,0.000974345,3.00964,0.00293114,0.00164661,0.00495509
2.1,0.000860893,3.00973,0.00259063,0.0017327,0.00521415
2.2,0.000723624,3.00979,0.00217791,0.00180506,0.00543195
2.3,0.000818071,3.00973,0.00246186,0.00188687,0.00567813
2.4,0.000849288,3.00975,0.00255572,0.0019718,0.0059337
2.5,0.000726567,3.00981,0.00218678,0.00204446,0.00615238
2.6,0.000850462,3.00971,0.00255922,0.0021295,0.0064083
2.7,0.000835346,3.00972,0.00251329,0.00221304,0.00665963
2.8,0.000825114,3.00973,0.00248306,0.00229555,0.00690794
2.9,0.000881752,3.00964,0.00265325,0.00238372,0.00717326
3.0,0.000733942,3.00982,0.00220898,0.00245712,0.00739416
3.1,0.000819683,3.0098,0.00246677,0.00253909,0.00764084
3.2,0.000910776,3.00967,0.00274051,0.00263016,0.00791489
3.3,0.000724807,3.00982,0.0021815,0.00270264,0.00813304
3.4,0.000824114,3.00979,0.00248009,0.00278506,0.00838105
3.5,0.000991716,3.00962,0.0029833,0.00288423,0.00867938
3.6,0.000725628,3.0098,0.00218395,0.00295679,0.00889777
3.7,0.000864534,3.00968,0.00260152,0.00304324,0.00915793
3.8,0.000882171,3.00968,0.00265454,0.00313146,0.00942338
3.9,0.000724141,3.00987,0.00217952,0.00320387,0.00964133
4.0,0.000881386,3.00968,0.00265218,0.00329201,0.00990655
4.1,0.000727931,3.00983,0.0021909,0.00336481,0.0101256
4.2,0.000937414,3.00966,0.00282011,0.00345855,0.0104077
4.3,0.000903219,3.00969,0.00271786,0.00354887,0.0106794
4.4,0.000725882,3.00985,0.00218475,0.00362146,0.0108979
4.5,0.000881041,3.00973,0.00265118,0.00370956,0.011163
4.6,0.000880213,3.00974,0.0026487,0.00379758,0.0114279
4.7,0.000725504,3.00984,0.00218361,0.00387013,0.0116463
4.8,0.000834877,3.00978,0.00251245,0.00395362,0.0118975
4.9,0.000724941,3.00986,0.00218193,0.00402612,0.0121157
