#time,current,voltage,power,charge,energy
0.0,0.000809429,2.93089,0.00237216,0,0
0.1,0.000790424,2.93091,0.00231656,7.90423e-05,0.000231656
0.2,0.000790839,2.93089,0.00231776,0.000158126,0.000463431
0.3,0.000789518,2.93086,0.00231387,0.000237078,0.000694819
0.4,0.000790793,2.93087,0.00231761,0.000316157,0.00092658
0.5,0.000791916,2.93092,0.00232094,0.000395349,0.00115867
0.6,0.000904801,2.93076,0.00265011,0.000485829,0.00142368
0.7,0.000789047,2.93087,0.00231249,0.000564734,0.00165493
0.8,0.000792917,2.93091,0.00232386,0.000644025,0.00188732
0.9,0.000790736,2.93085,0.00231743,0.000723099,0.00211906
1.0,0.000790673,2.93083,0.00231722,0.000802166,0.00235079
1.1,0.000790908,2.93086,0.00231794,0.000881257,0.00258258
1.2,0.000790542,2.9309,0.0023169,0.000960311,0.00281427
1.3,0.000790476,2.93087,0.00231668,0.00103936,0.00304594
1.4,0.00088894,2.93075,0.00260409,0.00112825,0.00330635
1.5,0.000805122,2.93085,0.00235953,0.00120876,0.0035423
1.6,0.000792747,2.93089,0.00232335,0.00128804,0.00377463
1.7,0.000792663,2.9309,0.00232312,0.00136731,0.00400695
1.8,0.000794075,2.93084,0.0023272,0.00144671,0.00423967
1.9,0.000791757,2.93081,0.00232039,0.00152589,0.0044717
2.0,0.000811079,2.93088,0.00237699,0.001607,0.0047094
2.1,0.000887485,2.93078,0.00259981,0.00169575,0.00496938
2.2,0.00079152,2.93081,0.0023197,0.0017749,0.00520135
2.3,0.000791221,2.93081,0.00231882,0.00185402,0.00543324
2.4,0.000791057,2.93087,0.00231838,0.00193312,0.00566508
2.5,0.000791375,2.93089,0.00231933,0.00201226,0.00589701
2.6,0.000802759,2.93085,0.00235264,0.00209254,0.00613227
2.7,0.000787023,2.93089,0.00230658,0.00217124,0.00636293
2.8,0.000790858,2.93095,0.00231786,0.00225033,0.00659472
2.9,0.000900906,2.93074,0.00263873,0.00234042,0.00685859
3.0,0.000791978,2.93085,0.00232106,0.00241961,0.0070907
3.1,0.00079014,2.93085,0.00231568,0.00249863,0.00732226
3.2,0.000790166,2.9309,0.00231579,0.00257765,0.00755384
3.3,0.000790344,2.93086,0.00231629,0.00265668,0.00778547
3.4,0.000790212,2.93087,0.00231591,0.0027357,0.00801706
3.5,0.00079001,2.93084,0.00231529,0.0028147,0.00824859
3.6,0.000793687,2.93094,0.00232613,0.00289407,0.0084812
3.7,0.0762396,2.84241,0.215552,0.010518,0.0300364
3.8,0.0940574,2.81876,0.265124,0.0199238,0.0565488
