#time,current,voltage,power,charge,energy
0.0,0.0007754,2.93224,0.00227355,0,0
0.1,0.000880041,2.93209,0.0025791,8.80039e-05,0.00025791
0.2,0.00077604,2.93218,0.00227538,0.000165608,0.000485449
0.3,0.000778198,2.93219,0.00228171,0.000243428,0.000713619
0.4,0.00077621,2.93218,0.00227588,0.000321049,0.000941208
0.5,0.000775589,2.93226,0.00227413,0.000398608,0.00116862
0.6,0.000788873,2.93227,0.00231303,0.000477495,0.00139992
0.7,0.000776115,2.93234,0.00227573,0.000555106,0.0016275
0.8,0.000827728,2.93225,0.00242619,0.000637879,0.00187012
0.9,0.000822235,2.93225,0.00241056,0.000720103,0.00211117
1.0,0.00077638,2.93227,0.00227645,0.000797741,0.00233882
1.1,0.000777215,2.93232,0.00227894,0.000875462,0.00256671
1.2,0.000776536,2.93233,0.00227696,0.000953116,0.00279441
1.3,0.000792775,2.93231,0.00232449,0.00103239,0.00302686
1.4,0.000776454,2.93238,0.00227675,0.00111004,0.00325453
1.5,0.000776507,2.93233,0.00227687,0.00118769,0.00348222
1.6,0.000877958,2.9323,0.00257322,0.00127548,0.00373954
1.7,0.000774225,2.9324,0.00227023,0.00135291,0.00396656
1.8,0.000776676,2.93241,0.00227743,0.00143058,0.00419431
1.9,0.000776356,2.93239,0.00227648,0.00150821,0.00442195
2.0,0.000776222,2.93244,0.00227612,0.00158583,0.00464957
2.1,0.00077637,2.93245,0.00227657,0.00166347,0.00487722
2.2,0.000776626,2.93242,0.00227729,0.00174113,0.00510495
2.3,0.000779328,2.93243,0.00228521,0.00181907,0.00533347
2.4,0.000873603,2.93232,0.00256044,0.00190643,0.00558952
2.5,0.000776405,2.9325,0.00227671,0.00198407,0.00581719
2.6,0.000790465,2.93248,0.00231786,0.00206311,0.00604897
2.7,0.000776884,2.93243,0.00227805,0.0021408,0.00627678
2.8,0.00077655,2.93249,0.00227713,0.00221846,0.00650449
2.9,0.000777731,2.93258,0.00228065,0.00229623,0.00673256
3.0,0.000777228,2.93255,0.00227916,0.00237395,0.00696047
3.1,0.000879737,2.93244,0.00257854,0.00246193,0.00721833
3.2,0.000773046,2.93261,0.00226693,0.00253923,0.00744502
3.3,0.000779716,2.93252,0.00228643,0.0026172,0.00767366
3.4,0.000777903,2.93257,0.00228116,0.00269499,0.00790178
3.5,0.000777928,2.93259,0.00228124,0.00277278,0.0081299
3.6,0.000776579,2.93261,0.0022773,0.00285044,0.00835763
3.7,0.000776155,2.93259,0.00227604,0.00292806,0.00858524
3.8,0.000776935,2.93258,0.00227832,0.00300575,0.00881307
3.9,0.000895289,2.9325,0.00262377,0.00309528,0.00907545
4.0,0.000774104,2.93259,0.00227003,0.00317269,0.00930245
4.1,0.000777784,2.93261,0.00228083,0.00325047,0.00953053
4.2,0.000776156,2.93265,0.00227609,0.00332808,0.00975814
4.3,0.000778581,2.9326,0.00228317,0.00340594,0.00998646
4.4,0.00077664,2.9326,0.00227747,0.00348361,0.0102142
4.5,0.000777315,2.93263,0.00227947,0.00356134,0.0104422
4.6,0.000790633,2.93262,0.00231846,0.0036404,0.010674
4.7,0.000872022,2.93256,0.00255603,0.0037276,0.0109296
4.8,0.000775367,2.93269,0.0022738,0.00380514,0.011157
4.9,0.000776016,2.93267,0.00227569,0.00388274,0.0113846
5.0,0.000774742,2.9327,0.00227198,0.00396022,0.0116117
5.1,0.000777893,2.93267,0.0022812,0.00403801,0.0118399
5.2,0.000778222,2.93268,0.00228217,0.00411583,0.0120681
5.3,0.000781964,2.93272,0.00229318,0.00419402,0.0122974
5.4,0.000880328,2.93259,0.00258039,0.00428206,0.0125554
5.5,0.000778481,2.93267,0.00228292,0.0043599,0.0127837
5.6,0.000781199,2.9327,0.00229092,0.00443802,0.0130128
5.7,0.000780903,2.93271,0.00229006,0.00451611,0.0132418
5.8,0.000778524,2.93273,0.0022831,0.00459397,0.0134701
5.9,0.000778632,2.93275,0.00228343,0.00467183,0.0136985
6.0,0.000779444,2.93274,0.0022858,0.00474977,0.0139271
6.1,0.000793643,2.93274,0.00232738,0.00482914,0.0141598
6.2,0.000873089,2.93261,0.00255925,0.00491645,0.0144157
6.3,0.000789709,2.93274,0.00231588,0.00499542,0.0146473
6.4,0.0007789,2.93277,0.00228424,0.00507331,0.0148757
6.5,0.000779326,2.9328,0.00228551,0.00515124,0.0151043
6.6,0.000792905,2.93274,0.00232523,0.00523053,0.0153368
6.7,0.000779188,2.9328,0.0022851,0.00530845,0.0155653
6.8,0.000778962,2.9328,0.00228443,0.00538635,0.0157938
6.9,0.000776664,2.93279,0.00227769,0.00546401,0.0160215
7.0,0.00087287,2.93267,0.00255858,0.0055513,0.0162774
7.1,0.00078352,2.93278,0.00229778,0.00562965,0.0165072
7.2,0.000776188,2.93278,0.00227628,0.00570727,0.0167348
7.3,0.000777932,2.93286,0.00228146,0.00578506,0.0169629
7.4,0.000776055,2.93285,0.00227596,0.00586267,0.0171905
7.5,0.000779343,2.93281,0.00228556,0.0059406,0.0174191
7.6,0.000778479,2.93281,0.00228303,0.00601845,0.0176474
7.7,0.000875038,2.93275,0.00256507,0.00610596,0.0179039
7.8,0.000790631,2.93285,0.00231866,0.00618502,0.0181358
7.9,0.000776089,2.93285,0.00227605,0.00626263,0.0183634
8.0,0.000781307,2.93288,0.00229137,0.00634076,0.0185925
8.1,0.000783568,2.93291,0.00229803,0.00641911,0.0188223
8.2,0.000784201,2.93285,0.00229984,0.00649753,0.0190523
8.3,0.000788889,2.93288,0.00231361,0.00657642,0.0192837
8.4,0.000780106,2.93287,0.00228785,0.00665443,0.0195124
8.5,0.000869789,2.93276,0.00254966,0.00674141,0.0197674
8.6,0.000800153,2.93289,0.00234657,0.00682143,0.0200021
8.7,0.000779526,2.9329,0.00228617,0.00689938,0.0202307
8.8,0.0007766,2.93291,0.0022776,0.00697704,0.0204584
8.9,0.000777031,2.93291,0.00227885,0.00705474,0.0206863
9.0,0.00077563,2.93291,0.00227475,0.00713231,0.0209138
9.1,0.000776253,2.93287,0.00227655,0.00720993,0.0211415
9.2,0.000777621,2.93296,0.00228062,0.00728769,0.0213695
9.3,0.000877308,2.93288,0.00257178,0.00737543,0.0216267
9.4,0.000778792,2.93296,0.00228406,0.0074533,0.0218551
9.5,0.000777984,2.93292,0.00228166,0.0075311,0.0220833
9.6,0.000778465,2.93301,0.00228314,0.00760895,0.0223116
9.7,0.000777906,2.93299,0.00228148,0.00768674,0.0225397
9.8,0.000778371,2.93298,0.00228284,0.00776458,0.022768
9.9,0.000779313,2.93301,0.00228563,0.00784251,0.0229966
10.0,0.000874141,2.93292,0.00256257,0.00792992,0.0232528
10.1,0.000781118,2.93297,0.00229089,0.00800803,0.0234819
10.2,0.000794449,2.93301,0.00232999,0.00808748,0.0237149
10.3,0.000784611,2.93297,0.00230114,0.00816594,0.023945
10.4,0.00078288,2.93299,0.00229608,0.00824423,0.0241746
10.5,0.000784857,2.93304,0.00230191,0.00832271,0.0244048
10.6,0.000793023,2.93301,0.00232578,0.00840202,0.0246374
10.7,0.000785121,2.93304,0.00230268,0.00848053,0.0248677
10.8,0.000888797,2.93295,0.00260554,0.00856941,0.0251282
10.9,0.0007926,2.933,0.00232456,0.00864867,0.0253607
11.0,0.000785615,2.93306,0.00230415,0.00872723,0.0255911
11.1,0.00078628,2.93306,0.0023061,0.00880586,0.0258217
11.2,0.000785965,2.93307,0.00230518,0.00888445,0.0260522
11.3,0.000788716,2.93309,0.00231326,0.00896333,0.0262836
