#time,current,voltage,power,charge,energy
0.0,0.000789688,2.93771,0.00231978,0,0
0.1,0.000790666,2.93772,0.00232266,7.9067e-05,0.000232265
0.2,0.000790575,2.93774,0.00232241,0.000158124,0.000464506
0.3,0.000790258,2.93775,0.00232149,0.00023715,0.000696655
0.4,0.000793124,2.93773,0.00232988,0.000316462,0.000929643
0.5,0.000898033,2.93758,0.00263646,0.000406266,0.00119329
0.6,0.000791266,2.93769,0.0023244,0.000485392,0.00142573
0.7,0.000791058,2.93775,0.00232383,0.000564498,0.00165811
0.8,0.000790427,2.93768,0.00232192,0.000643541,0.0018903
0.9,0.00080631,2.93768,0.00236851,0.000724172,0.00212716
1.0,0.00079013,2.93772,0.00232109,0.000803185,0.00235926
1.1,0.000789663,2.93774,0.00231973,0.000882151,0.00259124
1.2,0.000790031,2.93773,0.0023208,0.000961154,0.00282332
1.3,0.000911717,2.93752,0.00267687,0.00105233,0.00309101
1.4,0.000792187,2.93769,0.0023271,0.00113154,0.00332372
1.5,0.000790517,2.93774,0.00232224,0.0012106,0.00355594
1.6,0.000791022,2.93771,0.0023237,0.0012897,0.00378831
1.7,0.000790757,2.9377,0.00232291,0.00136877,0.0040206
1.8,0.000791014,2.9377,0.00232367,0.00144788,0.00425297
1.9,0.000790443,2.9377,0.00232199,0.00152692,0.00448517
2.0,0.000790519,2.93767,0.00232219,0.00160597,0.00471738
2.1,0.000888698,2.93756,0.00260951,0.00169484,0.00497833
2.2,0.000790546,2.93763,0.00232224,0.0017739,0.00521056
2.3,0.000790634,2.93763,0.00232249,0.00185296,0.00544281
2.4,0.000792559,2.93768,0.00232819,0.00193221,0.00567563
2.5,0.000789859,2.9377,0.00232028,0.0020112,0.00590765
2.6,0.000790459,2.93775,0.00232207,0.00209025,0.00613986
2.7,0.00079035,2.93776,0.00232177,0.00216928,0.00637204
2.8,0.000896524,2.93762,0.00263207,0.00225893,0.00663524
2.9,0.000790271,2.93774,0.00232152,0.00233796,0.0068674
3.0,0.000790891,2.93771,0.00232331,0.00241705,0.00709973
3.1,0.000802796,2.93768,0.00235824,0.00249733,0.00733555
3.2,0.000788862,2.93772,0.00231736,0.00257622,0.00756729
3.3,0.000799922,2.9377,0.00234981,0.00265621,0.00780227
3.4,0.000792295,2.93772,0.00232744,0.00273544,0.00803501
3.5,0.000790936,2.93773,0.00232346,0.00281453,0.00826736
3.6,0.0635386,2.8671,0.177737,0.00916839,0.0260411
3.7,0.131553,2.78602,0.366471,0.0223237,0.0626882
3.8,0.131615,2.78351,0.366314,0.0354852,0.0993197
3.9,0.131336,2.78215,0.36536,0.0486188,0.135856
4.0,0.131863,2.78043,0.366607,0.0618051,0.172516
