#time,current,voltage,power,charge,energy
0.0,0.000881094,2.93773,0.00258714,0,0
0.1,0.000773364,2.93781,0.0022719,7.73366e-05,0.00022719
0.2,0.000792095,2.93784,0.00232687,0.000156546,0.000459877
0.3,0.000775672,2.93791,0.00227876,0.000234113,0.000687753
0.4,0.000775222,2.93787,0.0022774,0.000311635,0.000915493
0.5,0.00077698,2.93786,0.00228255,0.000389333,0.00114375
0.6,0.000775027,2.93786,0.00227682,0.000466836,0.00137143
0.7,0.000776691,2.93792,0.00228175,0.000544505,0.00159961
0.8,0.000875116,2.93776,0.00256963,0.000632017,0.00185657
0.9,0.000795605,2.93784,0.00233717,0.000711577,0.00209029
1.0,0.000775933,2.93793,0.00227954,0.000789171,0.00231824
1.1,0.000776569,2.93797,0.00228143,0.000866827,0.00254638
1.2,0.00077613,2.938,0.00228016,0.00094444,0.0027744
1.3,0.000775752,2.93797,0.00227904,0.00102202,0.0030023
1.4,0.000777906,2.93792,0.00228533,0.00109981,0.00323084
1.5,0.000870777,2.93775,0.00255694,0.00118688,0.00348653
1.6,0.000783463,2.93794,0.00230165,0.00126523,0.00371669
1.7,0.000781321,2.93808,0.00229548,0.00134336,0.00394624
1.8,0.000776943,2.93807,0.00228261,0.00142106,0.0041745
1.9,0.000777186,2.93807,0.00228332,0.00149878,0.00440283
2.0,0.000776056,2.93812,0.00228004,0.00157638,0.00463084
2.1,0.000782776,2.93808,0.00229975,0.00165466,0.00486081
2.2,0.000775576,2.9381,0.00227862,0.00173222,0.00508868
2.3,0.000875843,2.938,0.00257199,0.0018198,0.00534588
2.4,0.000770804,2.9381,0.00226459,0.00189688,0.00557233
2.5,0.000776773,2.93815,0.00228217,0.00197456,0.00580055
2.6,0.000776482,2.93816,0.00228133,0.00205221,0.00602868
2.7,0.000779257,2.93815,0.00228947,0.00213013,0.00625763
2.8,0.00077882,2.93814,0.00228818,0.00220801,0.00648645
2.9,0.00078894,2.93815,0.00231788,0.00228691,0.00671824
3.0,0.000777757,2.93816,0.00228507,0.00236468,0.00694674
3.1,0.000879073,2.93805,0.00258148,0.00245259,0.00720489
3.2,0.000777347,2.93815,0.00228387,0.00253032,0.00743328
3.3,0.000778362,2.93814,0.00228684,0.00260816,0.00766196
3.4,0.000779413,2.93816,0.00228993,0.0026861,0.00789096
3.5,0.000777867,2.93812,0.00228537,0.00276389,0.00811949
3.6,0.00077855,2.93813,0.00228738,0.00284174,0.00834823
3.7,0.000778999,2.93814,0.0022887,0.00291964,0.0085771
3.8,0.00088235,2.93805,0.00259111,0.00300788,0.00883621
3.9,0.000778997,2.93814,0.0022887,0.00308578,0.00906508
4.0,0.000778493,2.93811,0.0022872,0.00316363,0.0092938
4.1,0.00077929,2.93813,0.00228955,0.00324156,0.00952276
4.2,0.000786158,2.93819,0.00230976,0.00332017,0.00975374
4.3,0.000773534,2.93823,0.00227274,0.00339753,0.00998101
