timestamp,batt_mV,Time Elapsed (hours)
946940488,2904,0.0
946940498,2899,0.002777777777777778
946940508,2903,0.005555555555555556
946940518,2899,0.008333333333333333
946940528,2897,0.011111111111111112
946940538,2909,0.013888888888888888
946940548,2899,0.016666666666666666
946940558,2901,0.019444444444444445
946940568,2698,0.022222222222222223
946940578,2667,0.025
946940588,2891,0.027777777777777776
946940598,2898,0.030555555555555555
946940608,2900,0.03333333333333333
946940618,2898,0.03611111111111111
946940628,2897,0.03888888888888889
946940638,2898,0.041666666666666664
946940648,2898,0.044444444444444446
946940658,2892,0.04722222222222222
946940668,2900,0.05
946940678,2899,0.05277777777777778
946940688,2896,0.05555555555555555
946940698,2904,0.058333333333333334
946940708,2901,0.06111111111111111
946940718,2894,0.06388888888888888
946940728,2897,0.06666666666666667
946940738,2901,0.06944444444444445
946940748,2903,0.07222222222222222
946940758,2899,0.075
946940768,2903,0.07777777777777778
946940778,2898,0.08055555555555556
946940788,2905,0.08333333333333333
946940798,2896,0.08611111111111111
946940808,2899,0.08888888888888889
946940818,2903,0.09166666666666666
946940828,2900,0.09444444444444444
946940838,2901,0.09722222222222222
946940848,2905,0.1
946940858,2901,0.10277777777777777
946940868,2903,0.10555555555555556
946940878,2899,0.10833333333333334
946940888,2905,0.1111111111111111
946940898,2901,0.11388888888888889
946940908,2903,0.11666666666666667
946940918,2906,0.11944444444444445
946940928,2905,0.12222222222222222
946940938,2900,0.125
946940948,2893,0.12777777777777777
946940958,2901,0.13055555555555556
946940968,2899,0.13333333333333333
946940978,2905,0.1361111111111111
946940988,2905,0.1388888888888889
946940998,2900,0.14166666666666666
946941008,2895,0.14444444444444443
946941018,2897,0.14722222222222223
946941028,2906,0.15
946941038,2898,0.1527777777777778
946941048,2905,0.15555555555555556
946941058,2909,0.15833333333333333
946941068,2907,0.16111111111111112
946941078,2900,0.1638888888888889
946941088,2903,0.16666666666666666
946941098,2905,0.16944444444444445
946941108,2898,0.17222222222222222
946941118,2906,0.175
946941128,2900,0.17777777777777778
946941138,2895,0.18055555555555555
946941148,2901,0.18333333333333332
946941158,2898,0.18611111111111112
946941168,2906,0.18888888888888888
946941178,2898,0.19166666666666668
946941188,2907,0.19444444444444445
946941198,2905,0.19722222222222222
946941208,2901,0.2
946941218,2900,0.20277777777777778
946941228,2904,0.20555555555555555
946941238,2907,0.20833333333333334
946941248,2895,0.2111111111111111
946941258,2903,0.21388888888888888
946941268,2904,0.21666666666666667
946941278,2907,0.21944444444444444
946941288,2904,0.2222222222222222
946941298,2899,0.225
946941308,2903,0.22777777777777777
946941318,2899,0.23055555555555557
946941328,2907,0.23333333333333334
946941338,2903,0.2361111111111111
946941348,2908,0.2388888888888889
946941358,2903,0.24166666666666667
946941368,2895,0.24444444444444444
946941378,2905,0.24722222222222223
946941388,2905,0.25
946941398,2897,0.25277777777777777
946941408,2903,0.25555555555555554
946941418,2901,0.25833333333333336
946941428,2903,0.2611111111111111
946941438,2906,0.2638888888888889
946941448,2905,0.26666666666666666
946941458,2907,0.26944444444444443
946941468,2903,0.2722222222222222
946941478,2903,0.275
946941488,2895,0.2777777777777778
946941498,2900,0.28055555555555556
946941508,2886,0.2833333333333333
946941518,2905,0.2861111111111111
946941528,2909,0.28888888888888886
946941538,2901,0.2916666666666667
946941548,2905,0.29444444444444445
946941558,2904,0.2972222222222222
946941568,2895,0.3
946941578,2896,0.30277777777777776
946941588,2903,0.3055555555555556
946941598,2911,0.30833333333333335
946941608,2905,0.3111111111111111
946941618,2899,0.3138888888888889
946941628,2907,0.31666666666666665
946941638,2897,0.3194444444444444
946941648,2895,0.32222222222222224
946941658,2904,0.325
946941668,2904,0.3277777777777778
946941678,2905,0.33055555555555555
946941688,2905,0.3333333333333333
946941698,2897,0.33611111111111114
946941708,2906,0.3388888888888889
946941718,2903,0.3416666666666667
946941728,2903,0.34444444444444444
946941738,2901,0.3472222222222222
946941748,2904,0.35
946941758,2906,0.3527777777777778
946941768,2913,0.35555555555555557
946941778,2907,0.35833333333333334
946941788,2904,0.3611111111111111
946941798,2900,0.3638888888888889
946941808,2896,0.36666666666666664
946941818,2907,0.36944444444444446
946941828,2903,0.37222222222222223
946941838,2908,0.375
946941848,2906,0.37777777777777777
946941858,2903,0.38055555555555554
946941868,2897,0.38333333333333336
946941878,2898,0.3861111111111111
946941888,2909,0.3888888888888889
946941898,2901,0.39166666666666666
946941908,2908,0.39444444444444443
946941918,2898,0.3972222222222222
946941928,2905,0.4
946941938,2908,0.4027777777777778
946941948,2900,0.40555555555555556
946941958,2900,0.4083333333333333
946941968,2903,0.4111111111111111
946941978,2903,0.41388888888888886
946941988,2899,0.4166666666666667
946941998,2907,0.41944444444444445
946942008,2899,0.4222222222222222
946942018,2901,0.425
946942028,2905,0.42777777777777776
946942038,2907,0.4305555555555556
946942048,2905,0.43333333333333335
946942058,2906,0.4361111111111111
946942068,2904,0.4388888888888889
946942078,2906,0.44166666666666665
946942088,2908,0.4444444444444444
946942098,2900,0.44722222222222224
946942108,2909,0.45
946942118,2905,0.4527777777777778
946942128,2901,0.45555555555555555
946942138,2905,0.4583333333333333
946942148,2905,0.46111111111111114
946942158,2895,0.4638888888888889
946942168,2898,0.4666666666666667
946942178,2903,0.46944444444444444
946942188,2909,0.4722222222222222
946942198,2901,0.475
946942208,2904,0.4777777777777778
946942218,2903,0.48055555555555557
946942228,2906,0.48333333333333334
946942238,2899,0.4861111111111111
946942248,2901,0.4888888888888889
946942258,2906,0.49166666666666664
946942268,2899,0.49444444444444446
946942278,2894,0.49722222222222223
946942288,2901,0.5
946942298,2901,0.5027777777777778
946942308,2901,0.5055555555555555
946942318,2910,0.5083333333333333
946942328,2903,0.5111111111111111
946942338,2904,0.5138888888888888
946942348,2903,0.5166666666666667
946942358,2895,0.5194444444444445
946942368,2903,0.5222222222222223
946942378,2907,0.525
