Timestamp,Temperature (C),Battery Voltage (mV),Min Droop Voltage (mV),Time Elapsed (hours),Droop (mV)
946687896,0,3194,3158,0.0,36
946691497,0,3067,3028,1.0002777777777778,39
946695098,0,3046,3007,2.0005555555555556,39
946698699,0,3028,2994,3.0008333333333335,34
946702300,0,3024,2983,4.001111111111111,41
946705901,0,3024,2987,5.001388888888889,37
946709502,0,3027,2983,6.001666666666667,44
946713103,0,3028,2990,7.001944444444445,38
946716703,0,3025,2981,8.001944444444444,44
946720304,0,3025,2982,9.002222222222223,43
946723905,0,3020,2985,10.0025,35
946727506,0,3022,2984,11.002777777777778,38
946731107,0,3015,2981,12.003055555555555,34
946734708,0,3017,2980,13.003333333333334,37
946738309,0,3017,2977,14.00361111111111,40
946741910,0,3026,2982,15.00388888888889,44
946745510,0,3015,2983,16.003888888888888,32
946749111,0,3014,2972,17.004166666666666,42
946752712,0,3024,2979,18.004444444444445,45
946756313,0,3015,2982,19.004722222222224,33
946759914,0,3017,2972,20.005,45
946763515,0,3016,2977,21.005277777777778,39
946767116,0,3015,2978,22.005555555555556,37
946770717,0,3020,2981,23.00583333333333,39
946774317,0,3015,2981,24.00583333333333,34
946777918,0,3016,2981,25.00611111111111,35
946781519,0,3015,2981,26.00638888888889,34
946785120,0,3022,2980,27.006666666666668,42
946788721,0,3016,2977,28.006944444444443,39
946792322,0,3020,2981,29.00722222222222,39
946795923,0,3019,2972,30.0075,47
946799524,0,3014,2981,31.00777777777778,33
946803124,0,3016,2982,32.007777777777775,34
946806725,0,3014,2979,33.00805555555556,35
946810326,0,3016,2972,34.00833333333333,44
946813927,0,3025,2977,35.00861111111111,48
946817528,0,3025,2977,36.00888888888889,48
946821129,0,3022,2980,37.009166666666665,42
946824730,0,3019,2981,38.00944444444445,38
946828331,0,3020,2979,39.00972222222222,41
946831931,0,3022,2978,40.00972222222222,44
946835532,0,3025,2982,41.01,43
946839133,0,3029,2977,42.01027777777778,52
946842734,0,3007,2977,43.010555555555555,30
946846335,0,3016,2978,44.01083333333333,38
946849936,0,3017,2981,45.01111111111111,36
946853537,0,3019,2972,46.01138888888889,47
946857138,0,3014,2968,47.01166666666666,46
946860739,0,3025,2972,48.011944444444445,53
946864339,0,3009,2971,49.011944444444445,38
946867940,0,3014,2972,50.01222222222222,42
946871541,0,3013,2971,51.0125,42
946875142,0,3010,2969,52.01277777777778,41
946878743,0,3007,2970,53.01305555555555,37
946882344,0,3014,2969,54.013333333333335,45
946885945,0,3000,2964,55.01361111111111,36
946889546,0,3012,2964,56.013888888888886,48
946893146,0,3009,2964,57.013888888888886,45
946896747,0,2994,2967,58.01416666666667,27
946900348,0,3010,2961,59.01444444444444,49
946903949,0,3000,2963,60.014722222222225,37
946907550,0,2993,2951,61.015,42
946911151,0,2995,2955,62.015277777777776,40
946914752,0,2999,2953,63.01555555555556,46
946918353,0,3000,2947,64.01583333333333,53
946921953,0,2990,2947,65.01583333333333,43
946925554,0,2992,2946,66.01611111111112,46
946929155,0,2993,2947,67.01638888888888,46
946932756,0,2985,2943,68.01666666666667,42
946936357,0,2983,2941,69.01694444444445,42
946939958,0,2979,2942,70.01722222222222,37
946943559,0,2982,2939,71.0175,43
946947160,0,2978,2937,72.01777777777778,41
946950761,0,2981,2929,73.01805555555555,52
946954361,0,2972,2925,74.01805555555555,47
946957962,0,2976,2921,75.01833333333333,55
946961563,0,2971,2921,76.01861111111111,50
946965164,0,2962,2921,77.0188888888889,41
946968765,0,2955,2915,78.01916666666666,40
946972366,0,2961,2907,79.01944444444445,54
946975967,0,2953,2908,80.01972222222223,45
946979568,0,2946,2895,81.02,51
946983168,0,2934,2880,82.02,54
946986769,0,2926,2866,83.02027777777778,60
946990370,0,2918,2852,84.02055555555556,66
946993971,0,2915,2870,85.02083333333333,45
946997572,0,2921,2875,86.02111111111111,46
947001173,0,2914,2865,87.0213888888889,49
947004774,0,2915,2868,88.02166666666666,47
947008375,0,2922,2862,89.02194444444444,60
947011976,0,2913,2856,90.02222222222223,57
947015576,0,2909,2848,91.02222222222223,61
947019177,0,2903,2849,92.0225,54
947022778,0,2896,2842,93.02277777777778,54
947026379,0,2892,2837,94.02305555555556,55
947029980,0,2888,2833,95.02333333333333,55
947033581,0,2882,2831,96.02361111111111,51
