timestamp,temp,batt_mV,soundDroop_mV,boltDroop_mV,faults,Time Elapsed (hours),soundDroopMag_mV,boltDroopMag_mV,fault_brownout,fault_bolt,fault_sound
946696319,21,3231,3035,2399,2,0.0,196,832,False,True,False
946699023,20,3016,2819,1777,0,0.7511111111111111,197,1239,False,False,False
946701727,20,2972,2781,1673,0,1.5022222222222221,191,1299,False,False,False
946704430,20,2959,2766,1547,0,2.2530555555555556,193,1412,False,False,False
946707134,20,2959,2766,1647,0,3.004166666666667,193,1312,False,False,False
946709838,20,2957,2763,1618,0,3.7552777777777777,194,1339,False,False,False
946712542,20,2957,2758,1652,0,4.506388888888889,199,1305,False,False,False
946715246,20,2955,2764,1642,0,5.2575,191,1313,False,False,False
946717950,20,2947,2764,1646,0,6.008611111111111,183,1301,False,False,False
946720654,20,2958,2761,1657,0,6.759722222222222,197,1301,False,False,False
946723358,20,2956,2758,1702,0,7.510833333333333,198,1254,False,False,False
946726062,20,2967,2763,1687,0,8.261944444444444,204,1280,False,False,False
946728766,20,2955,2741,1701,0,9.013055555555555,214,1254,False,False,False
946731470,20,2951,2763,1602,0,9.764166666666666,188,1349,False,False,False
946734174,20,2956,2753,1626,0,10.515277777777778,203,1330,False,False,False
946736878,20,2953,2759,1588,0,11.266388888888889,194,1365,False,False,False
946739582,20,2952,2754,1582,0,12.0175,198,1370,False,False,False
946742286,20,2958,2752,1521,0,12.768611111111111,206,1437,False,False,False
946744990,20,2950,2758,1609,0,13.519722222222223,192,1341,False,False,False
946747694,20,2956,2762,1623,0,14.270833333333334,194,1333,False,False,False
946750398,20,2955,2761,1618,0,15.021944444444445,194,1337,False,False,False
946753102,20,2951,2755,1568,0,15.773055555555555,196,1383,False,False,False
946755806,20,2956,2739,1614,0,16.524166666666666,217,1342,False,False,False
946758510,20,2954,2751,1497,0,17.275277777777777,203,1457,False,False,False
946761214,20,2956,2752,1620,0,18.02638888888889,204,1336,False,False,False
946763918,20,2947,2750,1628,0,18.7775,197,1319,False,False,False
946766622,20,2963,2747,1594,0,19.52861111111111,216,1369,False,False,False
946769326,20,2958,2751,1593,0,20.279722222222222,207,1365,False,False,False
946772030,20,2953,2751,1535,0,21.030833333333334,202,1418,False,False,False
946774734,20,2955,2753,1578,0,21.781944444444445,202,1377,False,False,False
946777438,20,2954,2749,1560,0,22.533055555555556,205,1394,False,False,False
946780142,20,2957,2754,1488,0,23.284166666666668,203,1469,False,False,False
946782846,20,2953,2751,1531,0,24.03527777777778,202,1422,False,False,False
946785550,20,2958,2742,1605,0,24.78638888888889,216,1353,False,False,False
946788254,20,2955,2756,1614,0,25.5375,199,1341,False,False,False
946790958,20,2958,2750,1588,0,26.288611111111113,208,1370,False,False,False
946793662,20,2961,2744,1555,0,27.039722222222224,217,1406,False,False,False
946796366,20,2955,2749,1533,0,27.79083333333333,206,1422,False,False,False
946799071,20,2953,2744,1563,0,28.54222222222222,209,1390,False,False,False
946801775,20,2956,2748,1526,0,29.293333333333333,208,1430,False,False,False
946804479,20,2953,2750,1600,0,30.044444444444444,203,1353,False,False,False
946807183,20,2947,2749,1576,0,30.795555555555556,198,1371,False,False,False
946809887,20,2961,2753,1611,0,31.546666666666667,208,1350,False,False,False
946812591,20,2956,2750,1585,0,32.297777777777775,206,1371,False,False,False
946815295,20,2947,2753,1623,0,33.04888888888889,194,1324,False,False,False
946817999,20,2951,2751,1576,0,33.8,200,1375,False,False,False
946820703,20,2951,2740,1617,0,34.55111111111111,211,1334,False,False,False
946823407,20,2952,2752,1649,0,35.30222222222222,200,1303,False,False,False
946826111,20,2957,2744,1618,0,36.053333333333335,213,1339,False,False,False
946828815,20,2956,2745,1547,0,36.80444444444444,211,1409,False,False,False
946831519,20,2947,2738,1666,0,37.55555555555556,209,1281,False,False,False
946834223,20,2951,2740,1570,0,38.306666666666665,211,1381,False,False,False
946836927,20,2944,2740,1637,0,39.05777777777778,204,1307,False,False,False
946839631,20,2947,2739,1584,0,39.80888888888889,208,1363,False,False,False
946842335,20,2950,2738,1477,0,40.56,212,1473,False,False,False
946845039,20,2944,2735,1490,0,41.31111111111111,209,1454,False,False,False
946847743,20,2948,2736,1567,0,42.062222222222225,212,1381,False,False,False
946850447,20,2942,2732,1588,0,42.81333333333333,210,1354,False,False,False
946853151,21,2948,2727,1594,0,43.56444444444445,221,1354,False,False,False
946855855,20,2942,2730,1440,0,44.315555555555555,212,1502,False,False,False
946858559,20,2942,2733,1569,0,45.06666666666667,209,1373,False,False,False
946861263,20,2943,2713,1547,0,45.81777777777778,230,1396,False,False,False
946863968,20,2943,2729,1577,0,46.56916666666667,214,1366,False,False,False
946866672,20,2939,2725,1586,0,47.320277777777775,214,1353,False,False,False
946869376,20,2935,2725,1566,0,48.07138888888889,210,1369,False,False,False
946872080,20,2939,2722,1516,0,48.8225,217,1423,False,False,False
946874784,20,2942,2721,1550,0,49.57361111111111,221,1392,False,False,False
946877488,20,2929,2722,1524,0,50.32472222222222,207,1405,False,False,False
946880192,20,2928,2715,1557,0,51.075833333333335,213,1371,False,False,False
946882896,20,2927,2717,1591,0,51.82694444444444,210,1336,False,False,False
946885600,20,2927,2710,1586,0,52.57805555555556,217,1341,False,False,False
946888304,20,2928,2712,1454,0,53.329166666666666,216,1474,False,False,False
946891008,20,2929,2706,1557,0,54.08027777777778,223,1372,False,False,False
946893712,20,2919,2706,1525,0,54.83138888888889,213,1394,False,False,False
946896417,20,2922,2701,1524,0,55.58277777777778,221,1398,False,False,False
946899121,20,2913,2700,1481,0,56.333888888888886,213,1432,False,False,False
946901825,20,2913,2697,1550,0,57.085,216,1363,False,False,False
946904529,20,2913,2693,1534,0,57.83611111111111,220,1379,False,False,False
946907233,20,2906,2689,1500,0,58.58722222222222,217,1406,False,False,False
946909937,20,2913,2689,1501,0,59.33833333333333,224,1412,False,False,False
946912641,20,2911,2684,1513,0,60.089444444444446,227,1398,False,False,False
946915345,20,2904,2680,1451,0,60.840555555555554,224,1453,False,False,False
946918049,20,2905,2675,1490,0,61.59166666666667,230,1415,False,False,False
946920754,20,2906,2673,1462,0,62.34305555555556,233,1444,False,False,False
946923458,20,2886,2669,1441,0,63.094166666666666,217,1445,False,False,False
946926162,20,2890,2664,1416,0,63.84527777777778,226,1474,False,False,False
946928866,20,2883,2660,1489,0,64.5963888888889,223,1394,False,False,False
946931570,20,2886,2652,1488,0,65.3475,234,1398,False,False,False
946934275,20,2880,2650,1485,0,66.0988888888889,230,1395,False,False,False
946936979,20,2882,2647,1371,0,66.85,235,1511,False,False,False
946939683,20,2874,2637,1453,0,67.60111111111111,237,1421,False,False,False
946942387,20,2867,2639,1391,0,68.35222222222222,228,1476,False,False,False
946945091,20,2862,2640,1499,0,69.10333333333334,222,1363,False,False,False
946947796,20,2862,2635,1475,0,69.85472222222222,227,1387,False,False,False
946950500,20,2851,2616,1456,0,70.60583333333334,235,1395,False,False,False
946953204,20,2847,2607,1370,0,71.35694444444445,240,1477,False,False,False
946955908,20,2848,2601,1423,0,72.10805555555555,247,1425,False,False,False
946958612,20,2841,2600,1341,0,72.85916666666667,241,1500,False,False,False
946961317,20,2832,2586,1366,0,73.61055555555555,246,1466,False,False,False
946964021,20,2831,2586,1377,0,74.36166666666666,245,1454,False,False,False
946966725,20,2821,2579,1353,0,75.11277777777778,242,1468,False,False,False
946969429,20,2821,2567,1278,0,75.8638888888889,254,1543,False,False,False
946972134,20,2812,2559,1345,0,76.61527777777778,253,1467,False,False,False
946974838,20,2806,2556,1294,0,77.36638888888889,250,1512,False,False,False
946977542,20,2798,2545,1336,0,78.1175,253,1462,False,False,False
946980247,20,2795,2530,1190,0,78.86888888888889,265,1605,False,False,False
946982951,20,2789,2531,1271,0,79.62,258,1518,False,False,False
946985655,20,2779,2517,1159,0,80.3711111111111,262,1620,False,False,False
946988360,20,2770,2510,1240,0,81.1225,260,1530,False,False,False
946991064,20,2768,2495,1139,0,81.87361111111112,273,1629,False,False,False
946993769,20,2751,2488,1213,0,82.625,263,1538,False,False,False
946996473,20,2753,2471,1125,0,83.37611111111111,282,1628,False,False,False
946999178,20,2732,2463,1114,0,84.1275,269,1618,False,False,False
947001882,20,2731,2450,1064,0,84.87861111111111,281,1667,False,False,False
947004587,20,2721,2429,1068,0,85.63,292,1653,False,False,False
947007292,20,2716,2408,1026,0,86.38138888888889,308,1690,False,False,False
947009996,20,2703,2397,1029,0,87.1325,306,1674,False,False,False
947012701,20,2689,2382,1018,1,87.88388888888889,307,1671,True,False,False
