timestamp,batt_mV,Time Elapsed (hours)
946685314,3051,0.0
946685324,3041,0.002777777777777778
946685334,3043,0.005555555555555556
946685344,3046,0.008333333333333333
946685354,3051,0.011111111111111112
946685364,3053,0.013888888888888888
946685374,3053,0.016666666666666666
946685384,3048,0.019444444444444445
946685394,3049,0.022222222222222223
946685404,3054,0.025
946685414,3046,0.027777777777777776
946685424,3046,0.030555555555555555
946685434,3051,0.03333333333333333
946685444,3048,0.03611111111111111
946685454,3050,0.03888888888888889
946685464,3050,0.041666666666666664
946685474,3023,0.044444444444444446
946685484,3038,0.04722222222222222
946685494,3052,0.05
946685504,3041,0.05277777777777778
946685514,3048,0.05555555555555555
946685524,3050,0.058333333333333334
946685534,3041,0.06111111111111111
946685544,3051,0.06388888888888888
946685554,3051,0.06666666666666667
946685564,3044,0.06944444444444445
946685574,3045,0.07222222222222222
946685584,3050,0.075
946685594,3043,0.07777777777777778
946685604,3051,0.08055555555555556
946685614,3046,0.08333333333333333
946685624,3043,0.08611111111111111
946685634,3042,0.08888888888888889
946685644,3051,0.09166666666666666
946685654,3050,0.09444444444444444
946685664,3045,0.09722222222222222
946685674,3051,0.1
946685684,3048,0.10277777777777777
946685694,3042,0.10555555555555556
946685704,3039,0.10833333333333334
946685714,3045,0.1111111111111111
946685724,3043,0.11388888888888889
946685734,3046,0.11666666666666667
946685744,3049,0.11944444444444445
946685754,3041,0.12222222222222222
946685764,3050,0.125
946685774,3045,0.12777777777777777
946685784,3041,0.13055555555555556
946685794,3042,0.13333333333333333
946685804,3052,0.1361111111111111
946685814,3044,0.1388888888888889
946685824,3051,0.14166666666666666
946685834,3049,0.14444444444444443
946685844,3048,0.14722222222222223
946685854,3041,0.15
946685864,3044,0.1527777777777778
946685874,3042,0.15555555555555556
946685884,3045,0.15833333333333333
946685894,3048,0.16111111111111112
946685904,3040,0.1638888888888889
946685914,3046,0.16666666666666666
946685924,3041,0.16944444444444445
946685934,3041,0.17222222222222222
946685944,3050,0.175
946685954,3046,0.17777777777777778
946685964,3041,0.18055555555555555
946685974,3045,0.18333333333333332
946685984,3045,0.18611111111111112
946685994,3043,0.18888888888888888
946686004,3051,0.19166666666666668
946686014,3049,0.19444444444444445
946686024,3048,0.19722222222222222
946686034,3051,0.2
946686044,3055,0.20277777777777778
946686054,3041,0.20555555555555555
946686064,3043,0.20833333333333334
946686074,3051,0.2111111111111111
946686084,3046,0.21388888888888888
946686094,3050,0.21666666666666667
946686104,3050,0.21944444444444444
946686114,3050,0.2222222222222222
946686124,3049,0.225
946686134,3045,0.22777777777777777
946686144,3046,0.23055555555555557
946686154,3041,0.23333333333333334
946686164,3049,0.2361111111111111
946686174,3044,0.2388888888888889
946686184,3053,0.24166666666666667
946686194,3048,0.24444444444444444
946686204,3041,0.24722222222222223
946686214,3044,0.25
946686224,3045,0.25277777777777777
946686234,3041,0.25555555555555554
946686244,3049,0.25833333333333336
946686254,3044,0.2611111111111111
946686264,3044,0.2638888888888889
946686274,3051,0.26666666666666666
946686284,3046,0.26944444444444443
946686294,3041,0.2722222222222222
946686304,3041,0.275
946686314,3051,0.2777777777777778
946686324,3051,0.28055555555555556
946686334,3051,0.2833333333333333
946686344,3049,0.2861111111111111
946686354,3049,0.28888888888888886
946686364,3050,0.2916666666666667
946686374,3045,0.29444444444444445
946686384,3042,0.2972222222222222
946686394,3059,0.3
946686404,3048,0.30277777777777776
946686414,3041,0.3055555555555556
946686424,3044,0.30833333333333335
946686434,3046,0.3111111111111111
946686444,3045,0.3138888888888889
946686454,3051,0.31666666666666665
946686464,3053,0.3194444444444444
946686474,3051,0.32222222222222224
946686484,3041,0.325
946686494,3046,0.3277777777777778
946686504,3046,0.33055555555555555
946686514,3046,0.3333333333333333
946686524,3042,0.33611111111111114
946686534,3041,0.3388888888888889
946686544,3048,0.3416666666666667
946686554,3045,0.34444444444444444
946686564,3050,0.3472222222222222
946686574,3051,0.35
946686584,3051,0.3527777777777778
946686594,3048,0.35555555555555557
946686604,3051,0.35833333333333334
946686614,3049,0.3611111111111111
946686624,3050,0.3638888888888889
946686634,3044,0.36666666666666664
946686644,3046,0.36944444444444446
946686654,3045,0.37222222222222223
946686664,3052,0.375
946686674,3043,0.37777777777777777
946686684,3046,0.38055555555555554
946686694,3048,0.38333333333333336
946686704,3045,0.3861111111111111
946686714,3042,0.3888888888888889
946686724,3041,0.39166666666666666
946686734,3041,0.39444444444444443
946686744,3041,0.3972222222222222
946686754,3049,0.4
946686764,3048,0.4027777777777778
946686774,3046,0.40555555555555556
946686784,3048,0.4083333333333333
946686794,3051,0.4111111111111111
946686804,3043,0.41388888888888886
946686814,3051,0.4166666666666667
946686824,3045,0.41944444444444445
946686834,3045,0.4222222222222222
946686844,3046,0.425
946686854,3044,0.42777777777777776
946686864,3049,0.4305555555555556
946686874,3046,0.43333333333333335
946686884,3051,0.4361111111111111
946686894,3048,0.4388888888888889
946686904,3041,0.44166666666666665
946686914,3042,0.4444444444444444
946686924,3051,0.44722222222222224
946686934,3041,0.45
946686944,3046,0.4527777777777778
946686954,3049,0.45555555555555555
