Timestamp,Temperature (C),Battery Voltage (mV),Min Droop Voltage (mV),Time Elapsed (hours),Droop (mV)
946687290,0,3212,3011,0.0,201
946690891,0,2965,2797,1.0002777777777778,168
946694492,0,2912,2722,2.0005555555555556,190
946698093,0,2908,2715,3.0008333333333335,193
946701694,0,2912,2697,4.001111111111111,215
946705294,0,2926,2745,5.001111111111111,181
946708895,0,2912,2706,6.001388888888889,206
946712496,0,2913,2719,7.001666666666667,194
946716097,0,2924,2755,8.001944444444444,169
946719698,0,2904,2706,9.002222222222223,198
946723299,0,2909,2717,10.0025,192
946726900,0,2919,2755,11.002777777777778,164
946730500,0,2908,2697,12.002777777777778,211
946734101,0,2910,2746,13.003055555555555,164
946737702,0,2909,2703,14.003333333333334,206
946741303,0,2914,2751,15.00361111111111,163
946744904,0,2907,2721,16.003888888888888,186
946748505,0,2908,2751,17.004166666666666,157
946752106,0,2911,2736,18.004444444444445,175
946755706,0,2918,2725,19.004444444444445,193
946759307,0,2903,2745,20.004722222222224,158
946762908,0,2905,2706,21.005,199
946766509,0,2912,2753,22.005277777777778,159
946770110,0,2906,2717,23.005555555555556,189
946773711,0,2913,2762,24.00583333333333,151
946777311,0,2900,2736,25.00583333333333,164
946780912,0,2904,2717,26.00611111111111,187
946784513,0,2905,2706,27.00638888888889,199
946788114,0,2899,2758,28.006666666666668,141
946791715,0,2905,2731,29.006944444444443,174
946795316,0,2909,2753,30.00722222222222,156
946798917,0,2903,2745,31.0075,158
946802517,0,2904,2734,32.0075,170
946806118,0,2904,2756,33.007777777777775,148
946809719,0,2897,2713,34.00805555555556,184
946813320,0,2909,2760,35.00833333333333,149
946816921,0,2905,2721,36.00861111111111,184
946820522,0,2900,2762,37.00888888888889,138
946824122,0,2898,2723,38.00888888888889,175
946827723,0,2899,2762,39.009166666666665,137
946831324,0,2894,2736,40.00944444444445,158
946834925,0,2912,2750,41.00972222222222,162
946838526,0,2899,2749,42.01,150
946842127,0,2903,2727,43.01027777777778,176
946845728,0,2905,2753,44.010555555555555,152
946849328,0,2893,2720,45.010555555555555,173
946852929,0,2892,2763,46.01083333333333,129
946856530,0,2891,2713,47.01111111111111,178
946860131,0,2892,2758,48.01138888888889,134
946863732,0,2890,2717,49.01166666666666,173
946867333,0,2905,2758,50.011944444444445,147
946870933,0,2895,2716,51.011944444444445,179
946874534,0,2895,2753,52.01222222222222,142
946878135,0,2897,2718,53.0125,179
946881736,0,2894,2751,54.01277777777778,143
946885337,0,2883,2745,55.01305555555555,138
946888938,0,2882,2727,56.013333333333335,155
946892539,0,2889,2749,57.01361111111111,140
946896139,0,2888,2721,58.01361111111111,167
946899740,0,2879,2741,59.013888888888886,138
946903341,0,2883,2719,60.01416666666667,164
946906942,0,2878,2742,61.01444444444444,136
946910543,0,2878,2704,62.014722222222225,174
946914144,0,2883,2742,63.015,141
946917744,0,2876,2715,64.015,161
946921345,0,2879,2738,65.01527777777778,141
946924946,0,2868,2723,66.01555555555555,145
946928547,0,2874,2706,67.01583333333333,168
946932148,0,2861,2688,68.01611111111112,173
946935749,0,2848,2681,69.01638888888888,167
946939350,0,2854,2697,70.01666666666667,157
946942950,0,2853,2710,71.01666666666667,143
946946551,0,2853,2680,72.01694444444445,173
946950152,0,2845,2679,73.01722222222222,166
946953753,0,2839,2703,74.0175,136
946957354,0,2837,2668,75.01777777777778,169
946960955,0,2838,2676,76.01805555555555,162
946964556,0,2827,2687,77.01833333333333,140
946968156,0,2826,2655,78.01833333333333,171
946971757,0,2826,2654,79.01861111111111,172
946975358,0,2822,2680,80.0188888888889,142
946978959,0,2812,2666,81.01916666666666,146
946982560,0,2809,2638,82.01944444444445,171
946986161,0,2800,2654,83.01972222222223,146
946989761,0,2792,2639,84.01972222222223,153
946993362,0,2789,2599,85.02,190
946996963,0,2783,2629,86.02027777777778,154
947000564,0,2776,2607,87.02055555555556,169
947004165,0,2766,2577,88.02083333333333,189
947007766,0,2753,2601,89.02111111111111,152
947011366,0,2750,2571,90.02111111111111,179
947014967,0,2740,2551,91.0213888888889,189
947018568,0,2730,2559,92.02166666666666,171
947022169,0,2723,2529,93.02194444444444,194
947025770,0,2715,2504,94.02222222222223,211
947029371,0,2698,2492,95.0225,206
947032972,0,2690,2475,96.02277777777778,215
947036572,0,2676,2510,97.02277777777778,166
