timestamp,batt_mV,Time Elapsed (hours)
946705017,3024,0.0
946705027,2881,0.002777777777777778
946705037,2791,0.005555555555555556
946705047,3010,0.008333333333333333
946705057,3016,0.011111111111111112
946705067,3016,0.013888888888888888
946705077,3011,0.016666666666666666
946705087,3012,0.019444444444444445
946705097,3017,0.022222222222222223
946705107,3017,0.025
946705117,3016,0.027777777777777776
946705127,3011,0.030555555555555555
946705137,3021,0.03333333333333333
946705147,3025,0.03611111111111111
946705157,3019,0.03888888888888889
946705167,3019,0.041666666666666664
946705177,3011,0.044444444444444446
946705187,3016,0.04722222222222222
946705197,3012,0.05
946705207,3019,0.05277777777777778
946705217,3022,0.05555555555555555
946705227,3020,0.058333333333333334
946705237,3015,0.06111111111111111
946705247,3011,0.06388888888888888
946705257,3022,0.06666666666666667
946705267,3015,0.06944444444444445
946705277,3015,0.07222222222222222
946705287,3011,0.075
946705297,3021,0.07777777777777778
946705307,3019,0.08055555555555556
946705317,3017,0.08333333333333333
946705327,3020,0.08611111111111111
946705337,3014,0.08888888888888889
946705347,3025,0.09166666666666666
946705357,3025,0.09444444444444444
946705367,3016,0.09722222222222222
946705377,3023,0.1
946705387,3020,0.10277777777777777
946705397,3016,0.10555555555555556
946705407,3009,0.10833333333333334
946705417,3014,0.1111111111111111
946705427,3017,0.11388888888888889
946705437,3017,0.11666666666666667
946705447,3020,0.11944444444444445
946705457,3017,0.12222222222222222
946705467,3011,0.125
946705477,3022,0.12777777777777777
946705487,3025,0.13055555555555556
946705497,3026,0.13333333333333333
946705507,3020,0.1361111111111111
946705517,3012,0.1388888888888889
946705527,3019,0.14166666666666666
946705537,3023,0.14444444444444443
946705547,3024,0.14722222222222223
946705557,3022,0.15
946705567,3017,0.1527777777777778
946705577,3015,0.15555555555555556
946705587,3020,0.15833333333333333
946705597,3013,0.16111111111111112
946705607,3025,0.1638888888888889
946705617,3022,0.16666666666666666
946705627,3016,0.16944444444444445
946705637,3015,0.17222222222222222
946705647,3019,0.175
946705657,3017,0.17777777777777778
946705667,3017,0.18055555555555555
946705677,3016,0.18333333333333332
946705687,3025,0.18611111111111112
946705697,3019,0.18888888888888888
946705707,3016,0.19166666666666668
946705717,3017,0.19444444444444445
946705727,3015,0.19722222222222222
946705737,3016,0.2
946705747,3020,0.20277777777777778
946705757,3017,0.20555555555555555
946705767,3021,0.20833333333333334
946705777,3019,0.2111111111111111
946705787,3020,0.21388888888888888
946705797,3020,0.21666666666666667
946705807,3020,0.21944444444444444
946705817,3021,0.2222222222222222
946705827,3016,0.225
946705837,3016,0.22777777777777777
946705847,3022,0.23055555555555557
946705857,3023,0.23333333333333334
946705867,3015,0.2361111111111111
946705877,3017,0.2388888888888889
946705887,3011,0.24166666666666667
946705897,3015,0.24444444444444444
946705907,3016,0.24722222222222223
946705917,3023,0.25
946705927,3014,0.25277777777777777
946705937,3019,0.25555555555555554
946705947,3015,0.25833333333333336
946705957,3022,0.2611111111111111
946705967,3026,0.2638888888888889
946705977,3015,0.26666666666666666
946705987,3015,0.26944444444444443
946705997,3013,0.2722222222222222
946706007,3020,0.275
946706017,3022,0.2777777777777778
946706027,3016,0.28055555555555556
946706037,3011,0.2833333333333333
946706047,3025,0.2861111111111111
946706057,3017,0.28888888888888886
946706067,3010,0.2916666666666667
946706077,3015,0.29444444444444445
946706087,3016,0.2972222222222222
946706097,3017,0.3
946706107,3017,0.30277777777777776
946706117,3017,0.3055555555555556
946706127,3021,0.30833333333333335
946706137,3016,0.3111111111111111
946706147,3025,0.3138888888888889
946706157,3021,0.31666666666666665
946706167,3016,0.3194444444444444
946706177,3019,0.32222222222222224
946706187,3021,0.325
946706197,3011,0.3277777777777778
946706207,3015,0.33055555555555555
946706217,3016,0.3333333333333333
946706227,3016,0.33611111111111114
946706237,3019,0.3388888888888889
946706247,3021,0.3416666666666667
946706257,3019,0.34444444444444444
946706267,3019,0.3472222222222222
946706277,3024,0.35
946706287,3015,0.3527777777777778
946706297,3012,0.35555555555555557
946706307,3017,0.35833333333333334
946706317,3015,0.3611111111111111
946706327,3014,0.3638888888888889
946706337,3011,0.36666666666666664
946706347,3021,0.36944444444444446
946706357,3021,0.37222222222222223
946706367,3021,0.375
946706377,3016,0.37777777777777777
946706387,3011,0.38055555555555554
946706397,3021,0.38333333333333336
946706407,3011,0.3861111111111111
946706417,3016,0.3888888888888889
946706427,3029,0.39166666666666666
946706437,3014,0.39444444444444443
946706447,3016,0.3972222222222222
946706457,3023,0.4
946706467,3012,0.4027777777777778
946706477,3016,0.40555555555555556
946706487,3017,0.4083333333333333
946706497,3013,0.4111111111111111
946706507,3016,0.41388888888888886
946706517,3016,0.4166666666666667
946706527,3012,0.41944444444444445
946706537,3015,0.4222222222222222
946706547,3017,0.425
946706557,3015,0.42777777777777776
946706567,3020,0.4305555555555556
946706577,3024,0.43333333333333335
946706587,3015,0.4361111111111111
946706597,3017,0.4388888888888889
946706607,3025,0.44166666666666665
946706617,3012,0.4444444444444444
946706627,3015,0.44722222222222224
946706637,3017,0.45
946706647,3025,0.4527777777777778
946706657,3021,0.45555555555555555
946706667,3014,0.4583333333333333
946706677,3014,0.46111111111111114
946706687,3023,0.4638888888888889
946706697,3021,0.4666666666666667
946706707,3014,0.46944444444444444
946706717,3016,0.4722222222222222
946706727,3020,0.475
946706737,3021,0.4777777777777778
946706747,3015,0.48055555555555557
946706757,3020,0.48333333333333334
946706767,3016,0.4861111111111111
946706777,3016,0.4888888888888889
946706787,3025,0.49166666666666664
946706797,3015,0.49444444444444446
