timestamp,temp,batt_mV,soundDroop_mV,boltDroop_mV,faults,Time Elapsed (hours),soundDroopMag_mV,boltDroopMag_mV,fault_brownout,fault_bolt,fault_sound,fault_sound_brownout,fault_bolt_brownout
946685805,-17,3214,1031,1053,0,0.0,2183,2161,False,False,False,False,False
946687610,-18,2875,1031,1012,0,0.5013888888888889,1844,1863,False,False,False,False,False
946689414,-18,2819,1026,993,0,1.0025,1793,1826,False,False,False,False,False
946691219,-18,2810,996,988,2,1.5038888888888888,1814,1822,False,True,False,False,False
946693024,-18,2803,998,989,0,2.0052777777777777,1805,1814,False,False,False,False,False
946694829,-18,2806,995,988,2,2.506666666666667,1811,1818,False,True,False,False,False
946696633,-18,2800,1004,992,0,3.0077777777777777,1796,1808,False,False,False,False,False
946698438,-18,2799,970,990,2,3.5091666666666668,1829,1809,False,True,False,False,False
946700243,-18,2792,992,989,0,4.010555555555555,1800,1803,False,False,False,False,False
946702048,-18,2794,997,987,2,4.5119444444444445,1797,1807,False,True,False,False,False
946703853,-18,2788,994,982,0,5.013333333333334,1794,1806,False,False,False,False,False
946705657,-18,2791,993,981,2,5.514444444444444,1798,1810,False,True,False,False,False
946707462,-18,2792,996,978,0,6.015833333333333,1796,1814,False,False,False,False,False
946709267,-18,2785,1002,978,2,6.517222222222222,1783,1807,False,True,False,False,False
946711072,-18,2785,1005,977,0,7.018611111111111,1780,1808,False,False,False,False,False
946712876,-18,2784,996,978,2,7.519722222222223,1788,1806,False,True,False,False,False
946714681,-18,2788,999,978,0,8.02111111111111,1789,1810,False,False,False,False,False
946716486,-18,2780,990,980,2,8.5225,1790,1800,False,True,False,False,False
946718291,-18,2781,993,977,0,9.023888888888889,1788,1804,False,False,False,False,False
946720096,-18,2773,985,974,2,9.525277777777777,1788,1799,False,True,False,False,False
946721900,-18,2780,995,975,0,10.026388888888889,1785,1805,False,False,False,False,False
946723705,-18,2782,993,978,2,10.527777777777779,1789,1804,False,True,False,False,False
946725510,-18,2782,989,976,0,11.029166666666667,1793,1806,False,False,False,False,False
946727315,-18,2773,993,972,2,11.530555555555555,1780,1801,False,True,False,False,False
946729119,-18,2775,984,973,0,12.031666666666666,1791,1802,False,False,False,False,False
946730924,-18,2766,993,977,2,12.533055555555556,1773,1789,False,True,False,False,False
946732729,-18,2776,996,972,0,13.034444444444444,1780,1804,False,False,False,False,False
946734534,-18,2776,992,972,2,13.535833333333333,1784,1804,False,True,False,False,False
946736338,-18,2774,987,974,0,14.036944444444444,1787,1800,False,False,False,False,False
946738143,-18,2778,983,975,2,14.538333333333334,1795,1803,False,True,False,False,False
946739948,-18,2779,992,974,0,15.039722222222222,1787,1805,False,False,False,False,False
946741753,-18,2773,993,971,2,15.54111111111111,1780,1802,False,True,False,False,False
946743558,-18,2774,989,974,0,16.0425,1785,1800,False,False,False,False,False
946745362,-18,2768,1004,974,2,16.54361111111111,1764,1794,False,True,False,False,False
946747167,-18,2767,987,974,0,17.045,1780,1793,False,False,False,False,False
946748972,-18,2766,996,971,2,17.546388888888888,1770,1795,False,True,False,False,False
946750777,-18,2766,993,972,0,18.047777777777778,1773,1794,False,False,False,False,False
946752581,-18,2766,992,974,2,18.54888888888889,1774,1792,False,True,False,False,False
946754386,-18,2769,993,972,0,19.05027777777778,1776,1797,False,False,False,False,False
946756191,-18,2761,984,968,2,19.551666666666666,1777,1793,False,True,False,False,False
946757996,-18,2765,983,971,0,20.053055555555556,1782,1794,False,False,False,False,False
946759801,-18,2766,993,972,2,20.554444444444446,1773,1794,False,True,False,False,False
