timestamp,temp,batt_mV,soundDroop_mV,boltDroop_mV,faults,Time Elapsed (hours),soundDroopMag_mV,boltDroopMag_mV,fault_brownout,fault_bolt,fault_sound
946686078,22,3219,3116,2695,2,0.0,103,524,False,True,False
946687881,21,2990,2894,2365,0,0.5008333333333334,96,625,False,False,False
946689684,21,2947,2840,2312,0,1.0016666666666667,107,635,False,False,False
946691487,20,2940,2831,2308,0,1.5025,109,632,False,False,False
946693290,20,2934,2825,2267,0,2.0033333333333334,109,667,False,False,False
946695093,20,2934,2829,2319,0,2.504166666666667,105,615,False,False,False
946696897,20,2930,2826,2305,0,3.0052777777777777,104,625,False,False,False
946698700,20,2933,2826,2273,0,3.506111111111111,107,660,False,False,False
946700503,20,2925,2823,2296,0,4.006944444444445,102,629,False,False,False
946702306,20,2933,2825,2327,0,4.507777777777778,108,606,False,False,False
946704110,20,2929,2822,2163,0,5.0088888888888885,107,766,False,False,False
946705913,20,2928,2826,2297,0,5.509722222222222,102,631,False,False,False
946707716,20,2927,2827,2300,0,6.010555555555555,100,627,False,False,False
946709519,20,2926,2826,2303,0,6.511388888888889,100,623,False,False,False
946711322,20,2925,2823,2294,0,7.012222222222222,102,631,False,False,False
946713125,20,2924,2824,2296,0,7.513055555555556,100,628,False,False,False
946714929,20,2923,2824,2334,0,8.014166666666666,99,589,False,False,False
946716732,20,2923,2826,2338,0,8.515,97,585,False,False,False
946718535,20,2928,2822,2299,0,9.015833333333333,106,629,False,False,False
946720338,20,2928,2825,2311,0,9.516666666666667,103,617,False,False,False
946722142,20,2929,2825,2292,0,10.017777777777777,104,637,False,False,False
946723945,20,2921,2826,2310,0,10.518611111111111,95,611,False,False,False
946725748,20,2930,2822,2301,0,11.019444444444444,108,629,False,False,False
946727551,20,2929,2826,2309,0,11.520277777777778,103,620,False,False,False
946729354,20,2925,2825,2295,0,12.02111111111111,100,630,False,False,False
946731157,20,2924,2823,2312,0,12.521944444444445,101,612,False,False,False
946732961,20,2928,2824,2293,0,13.023055555555555,104,635,False,False,False
946734764,20,2925,2825,2310,0,13.523888888888889,100,615,False,False,False
946736567,20,2923,2825,2319,0,14.024722222222222,98,604,False,False,False
946738370,20,2930,2824,2304,0,14.525555555555556,106,626,False,False,False
946740174,20,2930,2826,2237,0,15.026666666666667,104,693,False,False,False
946741977,20,2929,2826,2307,0,15.5275,103,622,False,False,False
946743780,20,2926,2826,2282,0,16.028333333333332,100,644,False,False,False
946745583,20,2932,2825,2312,0,16.529166666666665,107,620,False,False,False
946747386,20,2930,2824,2331,0,17.03,106,599,False,False,False
946749190,20,2930,2825,2315,0,17.531111111111112,105,615,False,False,False
946750993,20,2933,2828,2335,0,18.031944444444445,105,598,False,False,False
946752796,20,2933,2828,2321,0,18.532777777777778,105,612,False,False,False
946754599,20,2926,2827,2304,0,19.03361111111111,99,622,False,False,False
946756402,20,2925,2825,2336,0,19.534444444444443,100,589,False,False,False
