timestamp,temp,batt_mV,soundDroop_mV,boltDroop_mV,faults,Time Elapsed (hours),soundDroopMag_mV,boltDroopMag_mV,fault_brownout,fault_bolt,fault_sound
946695303,21,3227,3028,2445,2,0.0,199,782,False,True,False
946697106,20,2987,2783,1624,0,0.5008333333333334,204,1363,False,False,False
946698910,20,2949,2731,1564,0,1.0019444444444445,218,1385,False,False,False
946700714,20,2940,2723,1626,0,1.5030555555555556,217,1314,False,False,False
946702518,20,2929,2715,1506,0,2.004166666666667,214,1423,False,False,False
946704321,20,2935,2719,1522,0,2.505,216,1413,False,False,False
946706125,20,2933,2718,1545,0,3.006111111111111,215,1388,False,False,False
946707929,20,2921,2715,1483,0,3.507222222222222,206,1438,False,False,False
946709733,20,2930,2713,1681,0,4.008333333333334,217,1249,False,False,False
946711537,20,2925,2710,1624,0,4.509444444444444,215,1301,False,False,False
946713341,20,2934,2710,1535,0,5.010555555555555,224,1399,False,False,False
946715144,20,2927,2716,1604,0,5.511388888888889,211,1323,False,False,False
946716948,20,2927,2715,1560,0,6.0125,212,1367,False,False,False
946718752,20,2932,2718,1532,0,6.5136111111111115,214,1400,False,False,False
946720556,20,2926,2715,1500,0,7.014722222222222,211,1426,False,False,False
946722360,20,2921,2716,1532,0,7.515833333333333,205,1389,False,False,False
946724164,20,2921,2717,1557,0,8.016944444444444,204,1364,False,False,False
946725967,20,2930,2707,1585,0,8.517777777777777,223,1345,False,False,False
946727771,20,2929,2715,1640,0,9.018888888888888,214,1289,False,False,False
946729575,20,2924,2705,1527,0,9.52,219,1397,False,False,False
946731379,20,2923,2707,1599,0,10.02111111111111,216,1324,False,False,False
946733183,20,2928,2708,1496,0,10.522222222222222,220,1432,False,False,False
946734987,20,2928,2705,1523,0,11.023333333333333,223,1405,False,False,False
946736790,20,2928,2708,1592,0,11.524166666666666,220,1336,False,False,False
946738594,20,2932,2706,1533,0,12.025277777777777,226,1399,False,False,False
946740398,20,2927,2703,1487,0,12.526388888888889,224,1440,False,False,False
946742202,20,2927,2707,1546,0,13.0275,220,1381,False,False,False
946744006,20,2925,2697,1509,0,13.528611111111111,228,1416,False,False,False
946745810,20,2924,2697,1545,0,14.029722222222222,227,1379,False,False,False
946747614,20,2924,2710,1520,0,14.530833333333334,214,1404,False,False,False
946749418,20,2933,2700,1459,0,15.031944444444445,233,1474,False,False,False
946751221,20,2921,2702,1459,0,15.532777777777778,219,1462,False,False,False
946753025,20,2925,2706,1551,0,16.03388888888889,219,1374,False,False,False
946754829,20,2927,2697,1459,0,16.535,230,1468,False,False,False
946756633,20,2928,2702,1516,0,17.03611111111111,226,1412,False,False,False
946758437,20,2926,2701,1422,0,17.537222222222223,225,1504,False,False,False
946760241,20,2925,2696,1498,0,18.038333333333334,229,1427,False,False,False
946762045,20,2921,2702,1469,0,18.539444444444445,219,1452,False,False,False
946763849,20,2920,2698,1500,0,19.040555555555557,222,1420,False,False,False
946765653,20,2925,2689,1483,0,19.541666666666668,236,1442,False,False,False
946767457,20,2930,2703,1485,0,20.04277777777778,227,1445,False,False,False
946769260,20,2928,2697,1547,0,20.54361111111111,231,1381,False,False,False
