temp_group_C,column,N,mean_noise_std,mean_abs_spearman,SNR_slope,mean_value_at_low,std_value_at_low,norm_std_value_at_low,worst_pct_error_from_value_threshold,mean_abs_slope_at_low,std_abs_slope_at_low,norm_std_abs_slope_at_low,worst_pct_error_from_abs_slope_threshold,mean_abs_curvature_at_low,std_abs_curvature_at_low,norm_std_abs_curvature_at_low,worst_pct_error_from_abs_curvature_threshold
-8,VOC,5,47.43559882210957,0.9893644948577629,1.1103497533351365,2560.8,118.8010942710546,0.04639217989341401,0.07290430165412437,52.67010545143385,62.42307023498957,1.1851707852103837,0.9758225882627568,25.07259845854077,34.6900903921736,1.3835857679265275,0.9560116475621565
-8,Bolt Droop,5,28.039851987844845,0.6155382401763706,0.9251090145737474,1607.2,122.01311404926932,0.07591657170810684,0.9909820135933807,25.939919841268875,33.72120541942007,1.299973385645226,0.976751944458908,22.286655590200322,33.463369587987906,1.5014980355644794,0.9652646768135132
-8,Bolt Min Voltage,5,20.873732859720423,0.9556993812733655,1.2805656654610922,953.6,24.388521890430344,0.025575211713957994,0.09881001853574245,26.73018561016495,29.857001216703182,1.116976950782907,0.9869136079365206,3.980295131389771,2.528704480990613,0.6353057744508718,1.0
-8,ST Droop,5,158.2927546821096,0.6950194492347459,0.8731963503858547,1197.4,634.3085211472411,0.529738200390213,1.0,138.22065568094152,264.18992081058593,1.9113635332509396,1.0,292.1883566694273,573.0491272135444,1.961231904465906,1.0
-8,ST Min Voltage,5,144.73520212593638,0.8716827545125827,1.2362268940590984,1363.4,549.4040407568914,0.4029661440200171,1.0,178.92554938516213,262.97885172486326,1.469766909357169,1.0,306.532391933834,613.9319699147774,2.002829019281253,1.0
20,VOC,5,51.19631740663514,0.9408103431045504,0.7519799632095316,2584.2,127.16406725172013,0.04920829163830978,0.09085426422591154,38.498604879904995,21.95031053826774,0.5701585968307408,0.9811376558894067,15.71539897073311,17.75087223912958,1.129520941351037,0.9669862037833241
20,Bolt Droop,5,54.75217555885947,0.5594299554601725,0.6753148147388032,1546.2,75.04798464982254,0.04853704866758669,1.0,36.97495529407761,23.26105084086016,0.6291028793910659,0.9836676388669169,31.03978867903254,42.7362446731908,1.3768213796526019,1.0
20,Bolt Min Voltage,5,60.892370970946295,0.699174841125058,0.826543742020407,1038.0,131.2669036733936,0.1264613715543291,0.7928614304843699,50.33020816282076,27.32331087029874,0.5428809430294119,1.0,29.652770437686275,41.29739536821173,1.3926993922876791,1.0
20,ST Droop,5,140.3938701839075,0.8080111753494805,0.8452099638998481,954.0,332.61764835919337,0.3486558158901398,1.0,118.66229794990042,110.78704055504143,0.9336330280896469,1.0,90.68805607096493,32.56204870533392,0.3590555373670549,1.0
20,ST Min Voltage,5,174.42264232838534,0.9041212773019529,0.8164186607815647,1630.2,438.8356184267635,0.26919127617885136,1.0,142.4019000597222,140.47839577985837,0.9864924254588097,1.0,80.1415728890391,46.604087099207,0.5815219918847014,1.0
